#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:36:45 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a85f6cfd1f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&tab:{J/AJ/123/2772/tablevla}&key:source=J/AJ/123/2772/tablevla&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/123/2772/tablevla
#-order=I
#-out=Seq
#-out=Name
#-out=Type
#-out=RAJ2000
#-out=DEJ2000
#-out=Delta
#-out=Offset
#-out=Vlow
#-out=Vhigh
#-out=Vc
#-out=Vout
#-out=Slow
#-out=Shigh
#-out=rms
#-out=Ref
#-out=IRAS
#-out=Dist
#-out.all=2
#

#RESOURCE=yCat_51232772
#Name: J/AJ/123/2772
#Title: OH-selected AGB and post-AGB objects. I. (Sevenster+, 2002)
#Table	J_AJ_123_2772_tablevla:
#Name: J/AJ/123/2772/tablevla
#Title: VLA region
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Seq	(I3)	Source number	[ucd=meta.id;meta.main]
#Column	Name	(A16)	Source name, based on galactic coordinates	[ucd=meta.id]
#Column	Type	(A1)	Spectrum type (double/single/irregular)	[ucd=meta.note;src.morph.type]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Delta	(F5.2)	Theoretical positional error from IMFIT (not practical)	[ucd=stat.error]
#Column	Offset	(F4.1)	Offset from pointing centre	[ucd=obs.param;arith.diff]
#Column	Vlow	(F6.1)	Low velocity	[ucd=phys.veloc]
#Column	Vhigh	(F6.1)	High velocity	[ucd=phys.veloc]
#Column	Vc	(F6.1)	Central star velocity	[ucd=meta.id]
#Column	Vout	(F4.1)	Outflow velocity shell	[ucd=phys.veloc]
#Column	Slow	(F4.1)	Low flux density	[ucd=phot.flux.density;em.radio]
#Column	Shigh	(F5.1)	High flux density	[ucd=phot.flux.density;em.radio]
#Column	rms	(I3)	rms noise in empty cubes	[ucd=stat.stdev;instr.det.noise]
#Column	Ref	(A1)	[*+x-] Reference symbol OH	[ucd=meta.ref;pos.frame]
#Column	IRAS	(A10)	Name of nearest IRAS point source <II/125>	[ucd=meta.id.assoc]
#Column	Dist	(F7.3)	Distance to IRAS PS (confidence radii)	[ucd=pos.angDistance]
_RAJ2000	_DEJ2000	Seq	Name	Type	RAJ2000	DEJ2000	Delta	Offset	Vlow	Vhigh	Vc	Vout	Slow	Shigh	rms	Ref	IRAS	Dist
282.11022083	 +1.13972778	227	OH033.605+01.187	d	18 48 26.453	+01 08 23.02	 0.00	12.9	  81.7	 108.9	  95.3	13.6	 0.4	  0.9	 15	-	18458+0104	  0.421
282.17477917	 -2.84145278	228	OH030.091-00.686	d	18 48 41.947	-02 50 29.23	 0.00	12.4	  79.3	 117.8	  98.6	19.2	29.2	 35.1	 22	x	18460-0254	  1.445
282.17924167	 -1.80848611	229	OH031.012-00.219	d	18 48 43.018	-01 48 30.55	 0.00	13.2	 111.0	 138.3	 124.7	13.6	 3.3	  4.2	 42	x	18460-0151	  0.982
282.32090000	 -7.23133611	230	OH026.246-02.814	d	18 49 17.016	-07 13 52.81	 0.07	18.5	 -77.2	 -54.5	 -65.8	11.4	 1.4	  2.4	 31	-	18465-0717	  0.610
282.33102500	 -2.58052778	231	OH030.394-00.706	i	18 49 19.446	-02 34 49.90	 0.00	13.9	  40.9	  95.3	  68.1	27.2	 0.6	  0.3	 13	x	18467-0238	  0.899
282.58568333	 -0.92352500	232	OH031.985-00.177	d	18 50 20.564	-00 55 24.69	 0.28	10.7	  99.7	 122.4	 111.1	11.4	 0.3	  0.3	 30	-	18470-0059	 17.899
282.59351667	 -0.91918333	233	OH031.993-00.182	d	18 50 22.444	-00 55 09.06	 0.01	11.0	  54.3	  83.8	  69.1	14.8	 1.9	  1.9	 30	-	18478-0058	  1.557
282.63096667	 -1.95146944	234	OH031.091-00.686	d	18 50 31.432	-01 57 05.29	 0.04	12.4	  79.3	 117.9	  98.6	19.3	 1.6	  1.4	 21	-	18488-0200	 27.852
282.65671250	 +4.15243611	235	OH036.537+02.072	d	18 50 37.611	+04 09 08.77	 0.06	 4.9	  43.1	  74.9	  59.0	15.9	 0.3	  0.2	 23	-	18481+0405	  0.302
282.73281250	 +0.15931111	236	OH033.016+00.185	d	18 50 55.875	+00 09 33.52	 0.03	11.2	 106.5	 136.0	 121.2	14.8	 0.6	  1.2	 33	-	18364+0005	163.646
282.74792083	 +6.76596944	237	OH038.909+03.178	d	18 50 59.501	+06 45 57.49	 9.99	12.0	  81.7	 109.0	  95.3	13.6	 4.6	 11.5	 32	-	18485+0642	  0.551
282.81642083	 +1.93864722	238	OH034.638+00.922	d	18 51 15.941	+01 56 19.13	 0.00	 9.5	  11.4	  43.1	  27.2	15.9	 1.6	  2.3	 14	+	18487+0152	  0.257
282.85938333	 -1.06450833	239	OH031.984-00.485	d	18 51 26.252	-01 03 52.23	 0.00	 1.3	  56.6	  95.2	  75.9	19.3	 5.1	  3.4	 22	x	18488-0107	  0.400
282.89073333	 -1.30569167	240	OH031.784-00.623	d	18 51 33.776	-01 18 20.49	 0.02	14.9	  83.8	 113.3	  98.6	14.8	 1.5	  0.7	 22	-	18489-0122	  0.576
283.00597917	 -1.44621944	241	OH031.711-00.790	d	18 52 01.435	-01 26 46.39	 0.00	17.9	  65.8	  90.8	  78.3	12.5	 0.8	  1.5	 12	x	18494-0130	  0.127
283.05885000	 -0.32766944	242	OH032.731-00.327	d	18 52 14.124	-00 19 39.61	 0.02	16.5	  45.4	  74.9	  60.2	14.8	 4.2	  1.7	 12	-	18487-0023	 29.774
283.06387917	 +2.06338611	243	OH034.862+00.759	d	18 52 15.331	+02 03 48.19	 0.10	16.6	  54.3	  83.8	  69.1	14.8	 0.5	  0.6	 19	+	18497+0200	  0.351
283.11655000	 +0.45786667	244	OH033.457-00.020	d	18 52 27.972	+00 27 28.32	 0.02	 2.9	  45.4	  74.9	  60.2	14.8	 1.1	  1.6	 29	+	18504+0025	 12.556
283.16682500	 +0.27963333	245	OH033.321-00.146	d	18 52 40.038	+00 16 46.68	 0.25	13.8	  59.0	  84.0	  71.5	12.5	 0.2	  0.4	 29	-	18501+0013	  0.341
283.23817083	 -1.63518611	246	OH031.649-01.082	d	18 52 57.161	-01 38 06.67	 0.00	10.2	 129.4	 154.3	 141.9	12.4	 0.5	  0.4	 12	-	18503-0141	  0.389
283.37522917	 -0.24094722	247	OH032.953-00.569	d	18 53 30.055	-00 14 27.41	 0.00	 5.0	  20.3	  54.3	  37.3	17.0	 2.6	  2.2	 21	-	18509-0018	  0.568
283.47610833	 -0.79982222	248	OH032.501-00.913	d	18 53 54.266	-00 47 59.36	 0.00	 5.0	  -6.8	  22.7	   7.9	14.8	 0.8	  0.2	 12	-	18512-0051	  3.232
283.56713333	 +4.04202222	249	OH036.852+01.214	d	18 54 16.112	+04 02 31.28	 0.01	15.6	 -20.6	  -4.7	 -12.6	 7.9	 1.5	  2.0	 20	-	18518+0358	  1.529
283.58692500	 +0.68421944	250	OH033.873-00.335	d	18 54 20.862	+00 41 03.19	 0.01	12.5	  11.2	  43.0	  27.1	15.9	 1.4	  0.9	 20	-	18517+0037	  0.187
283.63192083	 +5.61988056	251	OH038.287+01.875	d	18 54 31.661	+05 37 11.57	 0.03	14.8	   0.0	  22.7	  11.4	11.4	 0.2	  0.8	 22	-	18520+0533	  0.376
283.77143333	 +2.24502778	252	OH035.346+00.213	d	18 55 05.144	+02 14 42.10	 0.05	15.7	  52.2	  88.5	  70.3	18.1	 0.8	  0.7	 34	-	18525+0210	  0.216
283.98712083	 +7.50814722	253	OH040.130+02.420	d	18 55 56.909	+07 30 29.33	 0.06	 9.2	  29.5	  65.8	  47.7	18.1	 0.8	  1.5	 70	+	18535+0726	  0.177
284.15154167	 +3.11441667	254	OH036.292+00.271	d	18 56 36.370	+03 06 51.90	 0.01	18.5	  84.0	 120.3	 102.2	18.1	 1.8	  1.1	 16	-	18540+0302	  1.338
284.33010000	 -1.13586389	255	OH032.591-01.827	d	18 57 19.224	-01 08 09.11	 0.03	11.8	 113.5	 138.5	 126.0	12.5	 0.3	  0.2	 12	-	18547-0112	  0.364
284.36437500	 +2.20460278	256	OH035.580-00.333	d	18 57 27.450	+02 12 16.57	 0.00	11.1	  65.8	  90.8	  78.3	12.5	 9.8	  8.2	 12	x	18549+0208	  0.670
284.44127917	 +2.71873611	257	OH036.073-00.167	d	18 57 45.907	+02 43 07.45	 0.04	10.9	  -9.3	  13.4	   2.0	11.4	 1.2	  0.8	 30	-	18552+0239	  7.425
284.47183750	 +4.11361111	258	OH037.327+00.443	d	18 57 53.241	+04 06 49.00	 0.04	10.9	   6.8	  40.9	  23.9	17.0	 0.2	  0.3	 16	-	18554+0402	  0.127
284.51638750	 +3.57204167	259	OH036.866+00.156	d	18 58 03.933	+03 34 19.35	 0.08	12.3	  47.5	  79.3	  63.4	15.9	 0.7	  0.3	 22	-	18555+0330	  0.862
284.60696667	 +5.24161667	260	OH038.393+00.838	d	18 58 25.672	+05 14 29.82	 0.01	11.6	  47.7	  72.6	  60.2	12.4	 0.7	  0.4	 20	-	18559+0510	  1.304
284.62506250	 +6.71608889	261	OH039.713+01.495	d	18 58 30.015	+06 42 57.92	 0.01	12.8	   4.5	  36.3	  20.4	15.9	19.8	 35.0	 51	x	18560+0638	  0.236
284.63228750	 +1.12982778	262	OH034.746-01.062	d	18 58 31.749	+01 07 47.38	 0.01	15.2	  90.8	 115.8	 103.3	12.5	 0.6	  0.4	 13	-	18559+0103	  0.199
284.72207500	 +3.82750833	263	OH037.187+00.090	d	18 58 53.298	+03 49 39.03	 0.01	12.5	  29.3	  58.8	  44.0	14.8	 2.8	  0.4	 22	-	18562+0345	  8.727
284.74479583	 +2.61762500	264	OH036.121-00.483	i	18 58 58.751	+02 37 03.45	 0.01	 7.3	  61.1	  97.4	  79.2	18.1	 0.9	  0.2	 25	-	18564+0232	  0.777
284.83680000	 +5.91117778	265	OH039.093+00.941	d	18 59 20.832	+05 54 40.24	 0.04	 6.6	 -63.7	 -41.0	 -52.3	11.4	 0.5	  0.1	 20	-	18568+0550	  0.684
284.89966250	 +6.26019444	266	OH039.432+01.044	d	18 59 35.919	+06 15 36.70	 0.02	 4.9	  20.4	  49.9	  35.2	14.8	 0.2	  0.3	 15	-	18571+0611	  0.168
285.07232083	 +8.59201667	267	OH041.585+01.957	d	19 00 17.357	+08 35 31.26	 0.01	 5.7	  34.0	  63.6	  48.8	14.8	 0.9	  0.8	 21	-	18578+0831	  0.198
285.33346667	 +4.54201389	268	OH038.101-00.125	d	19 01 20.032	+04 32 31.25	 0.19	 9.7	  31.6	  74.7	  53.2	21.5	 0.4	  0.2	 25	-	18588+0428	  0.159
285.52103750	 -0.82745556	269	OH033.409-02.746	d	19 02 05.049	-00 49 38.84	 0.09	16.3	  65.8	  93.1	  79.4	13.6	 0.5	  0.7	 18	-	18595-0053	  0.453
285.52607917	 +3.33763056	270	OH037.118-00.847	d	19 02 06.259	+03 20 15.47	 0.01	11.6	  74.7	 102.0	  88.3	13.6	 6.6	  5.0	 52	x	18596+0315	  0.106
286.04050833	 +6.22108056	271	OH039.916+00.018	d	19 04 09.722	+06 13 15.89	 0.00	 5.1	 133.7	 163.2	 148.4	14.8	 3.5	  5.9	 43	x	19017+0608	  0.595
286.06008333	 +4.28327778	272	OH038.203-00.888	d	19 04 14.420	+04 16 59.80	 0.04	19.0	  68.1	 104.4	  86.2	18.1	 0.3	  0.4	 12	-	19017+0412	  0.239
286.18036250	 +7.83863889	273	OH041.417+00.637	d	19 04 43.287	+07 50 19.10	 0.02	 9.6	  20.4	  47.7	  34.0	13.6	 0.2	  0.5	 16	-	19023+0745	  0.225
286.25897917	 +0.81421944	274	OH035.209-02.653	d	19 05 02.155	+00 48 51.19	 0.05	15.5	  36.3	  63.6	  50.0	13.6	 4.0	  3.8	 25	-	19024+0044	  0.324
286.33481667	 +6.14528889	275	OH039.983-00.276	d	19 05 20.356	+06 08 43.04	 0.38	13.5	   4.4	  47.5	  26.0	21.5	 0.6	  0.6	 36	-	19028+0604	  0.271
287.24413333	 +8.62977778	276	OH042.604+00.066	d	19 08 58.592	+08 37 47.20	 0.02	 7.4	  36.3	  70.4	  53.3	17.0	 1.6	  1.6	 22	x	19065+0832	  0.129
287.28448750	 +8.27602222	277	OH042.308-00.133	d	19 09 08.277	+08 16 33.68	 0.02	14.0	  43.1	  74.9	  59.0	15.9	 1.9	  6.6	 22	x	19067+0811	  1.686
287.33014583	 +9.35313333	278	OH043.285+00.324	d	19 09 19.235	+09 21 11.28	 0.06	16.6	  11.4	  54.5	  33.0	21.5	 0.5	  0.6	 21	-	19069+0916	  0.167
287.38257917	 +9.86337222	279	OH043.762+00.514	d	19 09 31.819	+09 51 48.14	 0.00	15.7	  -2.3	  20.4	   9.1	11.4	 2.6	  1.8	 21	x	19071+0946	  0.178
287.59069167	 +9.08373056	280	OH043.165-00.028	s	19 10 21.766	+09 05 01.43	 9.99	 9.9	  18.2	-999.0	  18.2	 0.0	 3.5	-99.0	210	+	19070+0859	 18.918
287.74822083	 +8.00727500	281	OH042.282-00.664	d	19 10 59.573	+08 00 26.19	 0.00	16.3	  56.7	  95.3	  76.0	19.3	 0.7	  1.0	 11	-	19085+0755	  5.732
287.80095833	+10.58723611	282	OH044.594+00.483	d	19 11 12.230	+10 35 14.05	 0.18	 5.7	  56.7	  86.2	  71.4	14.8	 0.1	  0.1	 17	-	19088+1030	  0.495
287.82078750	 +3.47334722	283	OH038.291-02.820	d	19 11 16.989	+03 28 24.05	 0.03	16.6	   6.8	  38.6	  22.7	15.9	 1.1	  1.4	 20	-	19087+0323	  0.175
288.19592083	 +9.30683889	284	OH043.639-00.455	d	19 12 47.021	+09 18 24.62	 0.01	 8.8	  59.0	  81.7	  70.3	11.4	 0.4	  0.4	 13	-	19103+0913	  0.492
288.81735000	 +9.26226667	285	OH043.884-01.019	d	19 15 16.164	+09 15 44.16	 1.23	 7.0	  38.4	  63.4	  50.9	12.5	 0.5	  0.4	 61	-	19128+0910	  0.196
290.40265417	 +9.46570000	286	OH044.795-02.307	d	19 21 36.637	+09 27 56.52	 0.03	16.9	 -86.3	 -56.7	 -71.5	14.8	 4.4	  7.3	 22	x	19192+0922	  0.644

