#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-18T17:08:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611d3bc2368c7a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-nav=cat:J/A+A/582/A68&tab:{J/A+A/582/A68/maps}&key:source=J/A+A/582/A68/maps&HTTPPRM:&&-ref=VIZ611d3bc2368c7a&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/582/A68/maps
#-order=I
#-out=IDmeas
#-out=Pap
#-out=ID
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Freq
#-out=Inst
#-out=Res
#-out=Flag
#-out=rms
#-out=Pol
#-out=Nmaps
#-out=ObsdateS
#-out=ObsdateE
#-out=Ref
#-out=BibCode
#-out.all=2
#

#RESOURCE=yCat_35820068
#Name: J/A+A/582/A68
#Title: Database of circumstellar OH masers (Engels+, 2015)
#Table	J_A_A_582_A68_maps:
#Name: J/A+A/582/A68/maps
#Title: Interferometric OH maser observations (oh_maser_maps)
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	IDmeas	(I5)	Observation identification number (1)	[ucd=meta.id;obs]
#Column	Pap	(I3)	Reference identification number (1)	[ucd=meta.bib]
#Column	ID	(I5)	Object identification number (1)	[ucd=meta.id]
#Column	Name	(a15)	Object name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Freq	(I4)	Frequency	[ucd=em.freq]
#Column	Inst	(A6)	Name of radio interferometer	[ucd=meta.id;instr]
#Column	Res	(F6.1)	? Spatial resolution	[ucd=pos.angResolution]
#Column	Flag	(A1)	[<] Limit flag for detected maser emission (2)	[ucd=meta.code.error]
#Column	rms	(F6.3)	? Sensitivity of the observation	[ucd=instr.det.noise]
#Column	Pol	(A1)	[1/0] Marker for polarization observations (3)	[ucd=meta.code]
#Column	Nmaps	(I3)	Number of interferometric maps	[ucd=meta.number]
#Column	ObsdateS	(A10)	Observing date of the first map (4)	[ucd=time.epoch]
#Column	ObsdateE	(A10)	Observing date of the last map (4)	[ucd=time.epoch]
#Column	Ref	(A6)	Acronym of the reference (1)	[ucd=meta.ref;pos.frame]
#Column	BibCode	(A19)	Bibliographic Code	[ucd=meta.bib.bibcode]
_RAJ2000	_DEJ2000	IDmeas	Pap	ID	Name	RAJ2000	DEJ2000	Freq	Inst	Res	Flag	rms	Pol	Nmaps	ObsdateS	ObsdateE	Ref	BibCode
277.62747500	-14.48251944	26957	273	 5337	OH17.7-2.0     	18 30 30.594	-14 28 57.07	1612	MERLIN	 290.0	 	      	0	  1	1981-03-01	1981-03-01	DIA85A	1985MNRAS.212....1D
279.38507500	 -5.39979444	26958	273	 5585	OH26.5+0.6     	18 37 32.418	-05 23 59.26	1612	MERLIN	 290.0	 	      	0	  1	1981-03-01	1981-03-01	DIA85A	1985MNRAS.212....1D
284.62493750	 +6.71601389	26959	273	  770	OH39.7+1.5     	18 58 29.985	+06 42 57.65	1612	MERLIN	 290.0	 	      	0	  1	1981-03-01	1981-03-01	DIA85A	1985MNRAS.212....1D
281.92048750	 -1.74905000	26960	273	  721	W43            	18 47 40.917	-01 44 56.58	1612	MERLIN	 290.0	 	      	0	  1	1981-03-01	1981-03-01	DIA85A	1985MNRAS.212....1D
299.39991250	 -1.88626667	26961	273	25513	RR Aql         	19 57 35.979	-01 53 10.56	1612	MERLIN	 290.0	 	      	0	  1	1981-03-01	1981-03-01	DIA85A	1985MNRAS.212....1D
110.74303750	-25.76756667	26954	271	25477	VY CMa         	07 22 58.329	-25 46 03.24	1665	VLBI  	      	 	      	1	  4	1977-04-01	1979-04-01	BEN82 	1982ApJ...253..199B
110.74303750	-25.76756667	26955	271	25477	VY CMa         	07 22 58.329	-25 46 03.24	1667	VLBI  	      	 	      	1	  4	1977-04-01	1979-04-01	BEN82 	1982ApJ...253..199B
023.46337500	+62.44811111	26956	272	25459	OH127.8+0.0    	01 33 51.210	+62 26 53.20	1612	MERLIN	      	 	      	0	  1	1978-01-01	1978-01-01	BOO81 	1981Natur.290..382B
023.46337500	+62.44811111	26962	274	25459	OH127.8+0.0    	01 33 51.210	+62 26 53.20	1667	MERLIN	 250.0	 	 0.150	0	  1	1983-01-01	1983-01-01	DIA85B	1985MNRAS.216P...1D
272.01686667	-22.22406389	26963	275	25507	VX Sgr         	18 08 04.048	-22 13 26.63	1612	MERLIN	 180.0	 	 0.020	1	  1	1993-10-23	1993-10-23	SZY97 	1997MNRAS.288..945S
035.71515417	+58.58660000	26995	278	25461	S Per          	02 22 51.637	+58 35 11.76	1667	VLA   	1100.0	 	 0.060	0	  1	1985-01-19	1985-01-19	BOW89 	1989ApJ...340..479B
058.36997500	+11.40616111	26996	278	25465	IK Tau         	03 53 28.794	+11 24 22.18	1612	VLA   	1100.0	 	 0.060	0	  1	1985-01-19	1985-01-19	BOW89 	1989ApJ...340..479B
088.95465833	+20.17519444	26997	278	 5411	U Ori          	05 55 49.118	+20 10 30.70	1612	VLA   	1100.0	 	 0.060	0	  1	1985-01-19	1985-01-19	BOW89 	1989ApJ...340..479B
088.95465833	+20.17519444	26998	278	 5411	U Ori          	05 55 49.118	+20 10 30.70	1665	VLA   	1100.0	 	 0.060	0	  1	1985-01-19	1985-01-19	BOW89 	1989ApJ...340..479B
246.44751667	+18.89248333	26999	278	10453	U Her          	16 25 47.404	+18 53 32.94	1667	VLA   	1100.0	 	 0.060	0	  1	1985-02-09	1985-02-09	BOW89 	1989ApJ...340..479B
286.59232917	 +8.23031111	27000	278	  948	R Aql          	19 06 22.159	+08 13 49.12	1612	VLA   	1100.0	 	 0.060	0	  1	1985-02-09	1985-02-09	BOW89 	1989ApJ...340..479B
299.39995000	 -1.88633611	27001	278	25513	RR Aql         	19 57 35.988	-01 53 10.81	1612	VLA   	1100.0	 	 0.060	0	  1	1985-02-09	1985-02-09	BOW89 	1989ApJ...340..479B
016.60794167	+12.59806667	27002	279	25736	IRC+10011      	01 06 25.906	+12 35 53.04	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
023.46314583	+62.44813889	27003	279	25459	OH127.8-0.0    	01 33 51.155	+62 26 53.30	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
051.28487083	+65.53529722	27004	279	18173	OH138.0+7.3    	03 25 08.369	+65 32 07.07	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
053.37720417	+60.33593056	27005	279	18174	OH141.7+3.5    	03 33 30.529	+60 20 09.35	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
077.83072500	+52.87596111	27006	279	25470	IRC+50137      	05 11 19.374	+52 52 33.46	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
088.95479167	+20.17524167	27007	279	 5411	U Ori          	05 55 49.150	+20 10 30.87	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
098.31541667	+40.71413333	27008	279	 5847	IRC+40156      	06 33 15.700	+40 42 50.88	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
110.74277500	-25.76754722	27009	279	25477	VY CMa         	07 22 58.266	-25 46 03.17	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
146.31341667	-22.02920833	27010	279	25486	IRC-20197      	09 45 15.220	-22 01 45.15	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
231.94565417	+19.56430000	27011	279	25503	WX Ser         	15 27 46.957	+19 33 51.48	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
277.62747500	-14.48251944	27012	279	 5337	OH17.7-2.0     	18 30 30.594	-14 28 57.07	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
279.38507500	 -5.40000000	27013	279	 5585	0H26.5+0.6     	18 37 32.418	-05 24 00.00	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
279.56400833	 -7.16515000	27014	279	 5352	OH25.1-0.3     	18 38 15.362	-07 09 54.54	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
283.09225417	 -0.23652500	27015	279	18134	0H32.8-0.3     	18 52 22.141	-00 14 11.49	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
284.62493750	 +6.71601389	27016	279	  770	OH39.7+1.5     	18 58 29.985	+06 42 57.65	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
286.04008750	 +6.22109167	27017	279	  780	OH39.9-0.0     	19 04 09.621	+06 13 15.93	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
286.59219583	 +8.23021944	27018	279	  948	R Aql          	19 06 22.127	+08 13 48.79	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
291.69997917	+11.35469722	27019	279	 3455	IRC+10420      	19 26 47.995	+11 21 16.91	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
299.39991250	 -1.88626667	27020	279	25513	RR Aql         	19 57 35.979	-01 53 10.56	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
311.60594583	+40.11652778	27021	279	25525	NML Cyg        	20 46 25.427	+40 06 59.50	1612	VLA   	1200.0	 	      	0	  1	1980-11-23	1980-11-23	BOW81 	1981Natur.291..382B
290.40216667	 +9.46569444	27322	284	  795	OH44.8-2.3     	19 21 36.520	+09 27 56.50	1612	VLA   	1000.0	 	      	0	  1	1983-09-25	1983-09-25	AMI12 	2012A&A...538A.136A
272.66052083	-18.88275278	27338	293	  550	OH11.56+0.09   	18 10 38.525	-18 52 57.91	1612	VLA   	1100.0	 	      	0	  1	1984-12-31	1984-12-31	WEL87 	1987ApJ...318..852W
275.27835417	-15.05612500	27339	293	 5325	OH16.12-0.29   	18 21 06.805	-15 03 22.05	1612	VLA   	1200.0	 	      	0	  1	1983-08-29	1983-08-29	WEL87 	1987ApJ...318..852W
334.86406667	+59.85625000	27340	293	 3467	OH104.91+2.41  	22 19 27.376	+59 51 22.50	1612	VLA   	1000.0	 	      	0	  1	1984-12-31	1984-12-31	WEL87 	1987ApJ...318..852W
255.98352500	-41.40003611	27341	293	 5169	OH344.93+0.01  	17 03 56.046	-41 24 00.13	1612	VLA   	2600.0	 	      	0	  1	1984-12-31	1984-12-31	WEL87 	1987ApJ...318..852W
263.76114167	-33.55806944	27342	293	  307	OH354.88-0.54  	17 35 02.674	-33 33 29.05	1612	VLA   	 900.0	 	      	0	  1	1984-12-31	1984-12-31	WEL87 	1987ApJ...318..852W
237.29741667	-55.14766667	27356	304	 5147	IRAS 15452-5459	15 49 11.380	-55 08 51.60	1612	ATCA  	8000.0	 	      	0	  1	2011-08-26	2011-08-26	CER13 	2013MNRAS.434..542C
237.29741667	-55.14766667	27357	304	 5147	IRAS 15452-5459	15 49 11.380	-55 08 51.60	1665	ATCA  	8000.0	 	      	0	  1	2011-08-26	2011-08-26	CER13 	2013MNRAS.434..542C
237.29741667	-55.14766667	27358	304	 5147	IRAS 15452-5459	15 49 11.380	-55 08 51.60	1667	ATCA  	8000.0	 	      	0	  1	2011-08-26	2011-08-26	CER13 	2013MNRAS.434..542C
277.36958333	-12.63222222	30916	332	  633	OH 19.2-1.0    	18 29 28.700	-12 37 56.00	1612	MERLIN	 380.0	 	 0.150	0	  2	1983-01-01	1986-04-01	CHA88 	1988MNRAS.230..415C
272.01686667	-22.22406389	30917	333	25507	VX Sgr         	18 08 04.048	-22 13 26.63	1612	VLA   	1800.0	 	 0.035	1	  1	1988-11-06	1988-11-06	ZEL96 	1996AJ....112..252Z
272.01686667	-22.22406389	30918	334	25507	VX Sgr         	18 08 04.048	-22 13 26.63	1612	MERLIN	 360.0	 	 0.150	1	  1	1986-07-01	1986-07-01	TRI98 	1998MNRAS.297..497T
291.70039583	+11.35465000	30914	330	 3455	IRC+10420      	19 26 48.095	+11 21 16.74	1612	MERLIN	      	 	 0.200	0	  1	1981-03-01	1981-03-01	DIA83 	1983A&A...124L...4D
115.57061250	-14.71394444	30915	331	 5418	OH 231.8+4.2   	07 42 16.947	-14 42 50.20	1667	VLA   	1200.0	 	      	0	  1	1981-04-17	1981-04-17	MOR82 	1982ApJ...259..625M
277.84554167	 -9.95541667	27391	308	  644	IRAS 18286-0959	18 31 22.930	-09 57 19.50	1612	EVN   	 140.0	 	      	0	  1	2007-06-10	2007-06-10	IMA13B	2013ApJ...771...47I
282.17927917	 -1.80846111	27393	309	  738	IRAS 18460-0151	18 48 43.027	-01 48 30.46	1612	EVN   	  97.0	 	      	0	  1	2007-06-11	2007-06-11	IMA13C	2013ApJ...773..182I
293.35147917	+19.94880556	27686	312	21297	IRAS 19312+1950	19 33 24.355	+19 56 55.70	1612	MERLIN	 180.0	 	 0.002	0	  1	2003-04-29	2003-04-30	NAK11 	2011ApJ...728...76N
293.35147917	+19.94880556	27687	312	21297	IRAS 19312+1950	19 33 24.355	+19 56 55.70	1665	MERLIN	 180.0	<	 0.002	0	  1	2003-04-29	2003-04-30	NAK11 	2011ApJ...728...76N
293.35147917	+19.94880556	27688	312	21297	IRAS 19312+1950	19 33 24.355	+19 56 55.70	1667	MERLIN	 180.0	<	 0.003	0	  1	2003-04-29	2003-04-30	NAK11 	2011ApJ...728...76N
207.25817500	-28.36747500	30343	326	 9622	W Hya          	13 49 01.962	-28 22 02.91	1665	MERLIN	 170.0	 	 0.017	1	  1	1996-01-15	1996-01-15	SZY98 	1998MNRAS.297.1151S
207.25817500	-28.36747500	30344	326	 9622	W Hya          	13 49 01.962	-28 22 02.91	1667	MERLIN	 170.0	 	 0.017	1	  1	1996-01-15	1996-01-15	SZY98 	1998MNRAS.297.1151S

