#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-18T17:07:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611d3bc2368c7a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=40	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-nav=cat:J/A+A/582/A68&tab:{J/A+A/582/A68/oh_maser}&key:source=J/A+A/582/A68/oh_maser&HTTPPRM:&&-ref=VIZ611d3bc2368c7a&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/582/A68/oh_maser
#-order=I
#-out=Obs
#-out=IDobs
#-out=Pap
#-out=ID
#-out=Name
#-out=Freq
#-out=SpType
#-out=RAJ2000
#-out=DEJ2000
#-out=vel-blue
#-out.all=2
#-out=vel-red
#-out=e_vel
#-out=vel-cent
#-out=vel-shell
#-out=Flag
#-out=Sblue
#-out=Sred
#-out=Iblue
#-out=Ired
#-out=Ref
#-out=Monitor
#-out=Maps
#-out=BibCode
#-out=SimbadName
#-out.all=2
#

#RESOURCE=yCat_35820068
#Name: J/A+A/582/A68
#Title: Database of circumstellar OH masers (Engels+, 2015)
#Table	J_A_A_582_A68_oh_maser:
#Name: J/A+A/582/A68/oh_maser
#Title: OH maser observations
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Obs	(I1)	[1/3]? Prioritized observations (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	IDobs	(I5)	Observation identification number (1)	[ucd=meta.id;obs]
#Column	Pap	(I3)	Reference identification number (1)	[ucd=meta.bib]
#Column	ID	(I5)	Object identification number (1)	[ucd=meta.id]
#Column	Name	(a16)	Object name	[ucd=meta.id;meta.main]
#Column	Freq	(I4)	Frequency	[ucd=em.freq]
#Column	SpType	(A1)	[DSI] Spectral type of maser profile (2)	[ucd=src.spType]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	vel-blue	(F6.1)	? Velocity of blue-shifted maser peak	[ucd=spect.dopplerVeloc]
#Column	vel-red	(F6.1)	? Velocity of red-shifted maser peak	[ucd=spect.dopplerVeloc]
#Column	e_vel	(F5.2)	? Velocity resolution	[ucd=stat.error]
#Column	vel-cent	(F6.1)	? Radial velocity	[ucd=spect.dopplerVeloc]
#Column	vel-shell	(F5.1)	? Expansion velocity of the maser shell	[ucd=phys.veloc.expansion]
#Column	Flag	(A1)	[><=:.&] Flag for detected maser emission (3)	[ucd=meta.code.error]
#Column	Sblue	(F8.3)	? Flux density of blue-shifted maser peak (4)	[ucd=phot.flux]
#Column	Sred	(F7.3)	? Flux density of red-shifted maser peak	[ucd=phot.flux]
#Column	Iblue	(F8.3)	? Integral flux of blue-shifted maser peak (4)	[ucd=phot.flux.density;stat.max]
#Column	Ired	(F7.3)	? Integral flux of red-shifted maser peak (4)	[ucd=phot.flux.density;stat.max]
#Column	Ref	(A6)	Acronym of the reference (1)	[ucd=meta.ref;pos.frame]
#Column	Monitor	(I1)	[0/1] Presence in monitor.dat file (5)	[ucd=meta.code]
#Column	Maps	(I1)	[0/1] Presence in maps.dat file (6)	[ucd=meta.code]
#Column	BibCode	(A19)	Bibliographic Code	[ucd=meta.bib.bibcode]
#Column	SimbadName	(a16)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	Obs	IDobs	Pap	ID	Name	Freq	SpType	RAJ2000	DEJ2000	vel-blue	vel-red	e_vel	vel-cent	vel-shell	Flag	Sblue	Sred	Iblue	Ired	Ref	Monitor	Maps	BibCode	SimbadName
271.67625000	 -8.22027778	2	 6279	 12	 6089	IRAS 18039-0813 	1665	D	18 06 42.300	-08 13 13.00	   6.0	  25.6	 0.60	  15.8	  9.8	 	   0.064	  0.219	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18039-0813
275.96833333	 +3.62277778	2	 6281	 12	 6090	IRAS 18213+0335 	1665	S	18 23 52.400	+03 37 22.00	 -30.3	      	 0.60	 -30.3	     	 	   0.119	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18213+0335
271.39750000	-21.22750000	2	 6278	 12	 6088	IRAS 18025-2113 	1665	D	18 05 35.400	-21 13 39.00	  -5.1	  28.1	 0.60	  11.5	 16.6	 	   0.676	  0.302	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18025-2113
271.25583333	-28.03194444	1	 6071	 12	 6071	IRAS 18018-2802 	1665	D	18 05 01.400	-28 01 55.00	  22.5	  29.3	 0.60	  25.9	  3.4	 	   0.241	  0.314	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18018-2802
270.01541667	+23.59333333	3	 6054	 12	  829	IRAS 17579+2335 	1665	D	18 00 03.700	+23 35 36.00	  -0.8	   6.6	 0.60	   2.9	  3.7	 	   0.145	  0.326	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17579+2335
265.64458333	-30.09527778	3	 6041	 12	  136	IRAS 17393-3004 	1665	D	17 42 34.700	-30 05 43.00	 -22.7	  11.6	 0.60	  -5.6	 17.2	 	   1.984	  0.261	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17393-3004
260.54625000	-37.88694444	2	 6182	 12	 6183	IRAS 17187-3750 	1665	S	17 22 11.100	-37 53 13.00	 -17.0	      	 0.60	 -17.0	     	 	   0.109	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17187-3750
263.46958333	-17.43861111	2	 6087	 12	 6086	IRAS 17309-1724 	1665	S	17 33 52.700	-17 26 19.00	  44.5	      	 0.60	  44.5	     	 	   0.134	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17309-1724
259.46125000	-11.99277778	2	 6276	 12	 6082	IRAS 17150-1156 	1665	 	17 17 50.700	-11 59 34.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17150-1156
259.10708333	 +4.72111111	2	 6275	 12	 6081	IRAS 17139+0446 	1665	D	17 16 25.700	+04 43 16.00	 -69.4	 -58.4	 0.60	 -63.9	  5.5	 	   0.035	  0.039	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17139+0446
258.24625000	 -6.04972222	3	 6111	 12	 1706	IRAS 17103-0559 	1665	 	17 12 59.100	-06 02 59.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17103-0559
257.69958333	+27.06555556	2	 6274	 12	 6079	IRAS 17087+2707 	1665	S	17 10 47.900	+27 03 56.00	 -51.5	      	 0.60	 -51.5	     	 	   0.064	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17087+2707
252.60583333	-25.56027778	3	 6185	 12	 3668	IRAS 16473-2528 	1665	 	16 50 25.400	-25 33 37.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 16473-2528
256.54375000	-10.48277778	3	 6106	 12	 1624	IRAS 17034-1024 	1665	S	17 06 10.500	-10 28 58.00	   1.5	      	 0.60	   1.5	     	 	   0.576	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17034-1024
251.39166667	+12.13666667	3	 6271	 12	 6076	IRAS 16432+1213 	1665	 	16 45 34.000	+12 08 12.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 16432+1213
248.43166667	-16.13166667	2	 6270	 12	 6075	IRAS 16308-1601 	1665	S	16 33 43.600	-16 07 54.00	 -29.6	      	 0.60	 -29.6	     	 	   0.093	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 16308-1601
223.83791667	-22.00583333	2	 6269	 12	 6074	IRAS 14524-2148 	1665	S	14 55 21.100	-22 00 21.00	  17.0	      	 0.60	  17.0	     	 	   0.114	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 14524-2148
211.62208333	+13.48611111	3	 6265	 12	 6073	IRAS 14040+1343 	1665	 	14 06 29.300	+13 29 10.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 14040+1343
211.24750000	-35.49666667	2	 6259	 12	 6072	IRAS 14020-3515 	1665	D	14 04 59.400	-35 29 48.00	  -0.9	   7.8	 0.60	   3.5	  4.4	 	   1.102	  0.309	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 14020-3515
189.62541667	 +6.98805556	1	 6432	 12	 6432	IRAS 12359+0715 	1665	D	12 38 30.100	+06 59 17.00	 -25.9	 -24.3	 0.60	 -25.1	  0.8	 	   0.039	  0.020	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 12359+0715
199.86625000	+45.52666667	 	 6422	 12	 7151	IRAS 13172+4547 	1665	S	13 19 27.900	+45 31 36.00	   4.3	      	 0.60	   4.3	     	 	   0.371	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 13172+4547
171.96958333	+15.14750000	1	 6420	 12	 6420	IRAS 11252+1525 	1665	D	11 27 52.700	+15 08 51.00	   9.5	   9.7	 0.60	   9.6	  0.1	 	   0.071	  0.121	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 11252+1525
163.91583333	+71.87000000	3	 6258	 12	25490	IRAS 10521+7208 	1665	D	10 55 39.800	+71 52 12.00	 -53.9	 -45.8	 0.60	 -49.9	  4.1	 	   0.189	  0.112	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 10521+7208
165.13958333	-18.32416667	 	 6510	 12	10632	IRAS 10580-1803 	1665	 	11 00 33.500	-18 19 27.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	1	0	1995A&AS..111..237L	IRAS 10580-1803
146.32083333	-22.03222222	3	 6174	 12	25486	IRAS 09429-2148 	1665	 	09 45 17.000	-22 01 56.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 09429-2148
125.35000000	+14.00388889	2	 6254	 12	 6065	IRAS 08186+1409 	1665	 	08 21 24.000	+14 00 14.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 08186+1409
116.64375000	-32.30555556	2	 6253	 12	 6063	IRAS 07446-3210 	1665	D	07 46 34.500	-32 18 20.00	  14.5	  40.4	 0.60	  27.5	 13.0	 	   0.080	  0.165	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 07446-3210
118.91833333	-28.64888889	 	 6521	 12	25565	IRAS 07536-2830 	1665	S	07 55 40.400	-28 38 56.00	  34.5	      	 0.60	  34.5	     	 	   0.289	       	        	       	LEW95A	1	0	1995A&AS..111..237L	IRAS 07536-2830
110.08125000	-13.33666667	2	 6214	 12	 5848	IRAS 07180-1314 	1665	 	07 20 19.500	-13 20 12.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 07180-1314
113.76958333	-23.98861111	2	 6166	 12	 6167	IRAS 07329-2352 	1665	S	07 35 04.700	-23 59 19.00	  51.0	      	 0.60	  51.0	     	 	   0.230	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 07329-2352
115.76208333	+23.44916667	 	 6251	 12	 6062	IRAS 07400+2334 	1665	 	07 43 02.900	+23 26 57.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 07400+2334
108.22458333	+17.65472222	2	 6250	 12	 6058	IRAS 07099+1744 	1665	D	07 12 53.900	+17 39 17.00	 -13.6	 -11.6	 0.60	 -12.6	  1.0	 	   0.111	  0.140	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 07099+1744
109.27333333	-34.82750000	3	 6173	 12	 6172	IRAS 07152-3444 	1665	 	07 17 05.600	-34 49 39.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 07152-3444
101.78000000	+30.27638889	1	 6459	 12	 6459	IRAS 06439+3019 	1665	S	06 47 07.200	+30 16 35.00	  31.3	      	 0.60	  31.3	     	 	   0.619	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 06439+3019
102.95250000	-19.03805556	2	 6161	 12	 6160	IRAS 06496-1858 	1665	D	06 51 48.600	-19 02 17.00	  24.8	  36.1	 0.60	  30.4	  5.6	 	   0.155	  0.119	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 06496-1858
101.30833333	-36.53666667	2	 6249	 12	 6055	IRAS 06434-3628 	1665	S	06 45 14.000	-36 32 12.00	  12.1	      	 0.60	  12.1	     	 	   0.590	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 06434-3628
084.63708333	+25.00166667	2	 6245	 12	 6052	IRAS 05354+2458 	1665	D	05 38 32.900	+25 00 06.00	  -5.6	   3.5	 0.60	  -1.0	  4.5	 	   0.006	  0.016	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 05354+2458
095.46500000	 -3.84500000	3	 6152	 12	 6153	IRAS 06193-0349 	1665	 	06 21 51.600	-03 50 42.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 06193-0349
098.60916667	 -5.06055556	3	 6154	 12	 2170	IRAS 06319-0501 	1665	 	06 34 26.200	-05 03 38.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 06319-0501
068.19958333	+22.66444444	2	 6244	 12	 6051	IRAS 04298+2233 	1665	S	04 32 47.900	+22 39 52.00	   5.3	      	 0.60	   5.3	     	 	   0.023	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 04298+2233
064.23958333	+31.36527778	3	 6242	 12	 6048	IRAS 04137+3114 	1665	 	04 16 57.500	+31 21 55.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 04137+3114
067.28125000	+24.73027778	2	 6243	 12	 6049	IRAS 04260+2437 	1665	S	04 29 07.500	+24 43 49.00	   6.4	      	 0.60	   6.4	     	 	   0.039	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 04260+2437
067.30000000	 +9.94527778	1	 6405	 12	 6405	IRAS 04264+0950 	1665	D	04 29 12.000	+09 56 43.00	  20.6	  21.9	 0.60	  21.3	  0.6	 	   0.014	  0.012	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 04264+0950
045.39500000	+21.80305556	 	 6235	 12	 6045	IRAS 02587+2136 	1665	 	03 01 34.800	+21 48 11.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 02587+2136
053.54875000	-16.16361111	 	 6236	 12	 6046	IRAS 03318-1619 	1665	 	03 34 11.700	-16 09 49.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 03318-1619
058.50791667	+36.53805556	2	 6238	 12	 6047	IRAS 03507+3623 	1665	S	03 54 01.900	+36 32 17.00	 -98.0	      	 0.60	 -98.0	     	 	   0.065	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 03507+3623
039.34833333	-26.97750000	2	 6156	 12	 6157	IRAS 02351-2711 	1665	D	02 37 23.600	-26 58 39.00	 -11.9	  -7.4	 0.60	  -9.6	  2.2	 	   0.094	  0.164	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 02351-2711
038.93666667	+65.14944444	2	 6234	 12	 6043	IRAS 02316+6455 	1665	D	02 35 44.800	+65 08 58.00	  -1.2	  28.1	 0.60	  13.5	 14.7	 	   0.207	  0.078	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 02316+6455
001.90166667	-25.49444444	2	 6140	 12	 6141	IRAS 00050-2546 	1665	D	00 07 36.400	-25 29 40.00	  19.2	  27.1	 0.60	  23.2	  3.9	 	   0.327	  0.104	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 00050-2546
011.50208333	+69.18166667	 	 6520	 12	10623	IRAS 00428+6854 	1665	D	00 46 00.500	+69 10 54.00	 -33.2	 -16.9	 0.60	 -25.1	  8.2	 	   0.669	  0.525	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 00428+6854
350.13791667	 +8.91972222	 	 6467	 12	 6468	IRAS 23180+0838 	1667	 	23 20 33.100	+08 55 11.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 23180+0838
356.25875000	+43.92305556	2	 6203	 12	 5838	IRAS 23425+4338 	1667	S	23 45 02.100	+43 55 23.00	 -42.0	      	 0.60	 -42.0	     	 	   0.425	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 23425+4338
326.26833333	+12.69833333	1	 6117	 12	 6117	IRAS 21426+1228 	1667	D	21 45 04.400	+12 41 54.00	   7.5	  15.0	 0.60	  11.3	  3.8	 	   0.069	  0.057	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 21426+1228
349.96041667	+26.27888889	 	 6470	 12	 6469	IRAS 23173+2600 	1667	 	23 19 50.500	+26 16 44.00	      	      	 0.60	      	     	<	   0.060	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 23173+2600
323.21208333	+21.52833333	 	 6066	 12	 1174	IRAS 21305+2118 	1667	D	21 32 50.900	+21 31 42.00	 -60.4	 -25.9	 0.60	 -43.2	 17.3	 	   0.075	  0.197	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 21305+2118
325.36333333	+76.38666667	1	 6116	 12	 6116	IRAS 21414+7609 	1667	D	21 41 27.200	+76 23 12.00	 -57.2	 -44.5	 0.60	 -50.9	  6.4	 	   1.592	  0.196	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 21414+7609
306.53958333	+32.11083333	1	 6113	 12	 6113	IRAS 20241+3156 	1667	D	20 26 09.500	+32 06 39.00	 -25.3	 -16.1	 0.60	 -20.7	  4.6	 	   0.039	  0.040	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 20241+3156
317.38583333	+68.49111111	1	 6114	 12	 6114	IRAS 21088+6817 	1667	S	21 09 32.600	+68 29 28.00	  -3.6	      	 0.60	  -3.6	     	 	   0.234	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 21088+6817
304.03625000	+31.38083333	1	 6112	 12	 6112	IRAS 20141+3113 	1667	D	20 16 08.700	+31 22 51.00	  -7.9	  -3.7	 0.60	  -5.8	  2.1	 	   0.027	  0.048	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 20141+3113
299.63291667	+34.52555556	 	 6193	 12	 4762	IRAS 19566+3423 	1667	D	19 58 31.900	+34 31 32.00	 -55.5	 -39.9	 0.60	 -47.7	  7.8	 	   0.047	  0.107	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19566+3423
300.77208333	+30.33722222	1	 6110	 12	 6110	IRAS 20010+3011 	1667	D	20 03 05.300	+30 20 14.00	   8.8	  25.7	 0.60	  17.3	  8.5	 	   0.149	  0.126	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 20010+3011
303.23541667	+32.24583333	2	 6143	 12	 1978	IRAS 20109+3205 	1667	D	20 12 56.500	+32 14 45.00	  48.6	  58.3	 0.60	  53.4	  4.9	 	   0.339	  0.291	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 20109+3205
297.53000000	+21.31750000	 	 6061	 12	 1098	IRAS 19479+2111 	1667	S	19 50 07.200	+21 19 03.00	  11.1	      	 0.60	  11.1	     	 	   0.053	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19479+2111
298.90833333	+32.75916667	2	 6108	 12	 6301	IRAS 19536+3237 	1667	S	19 55 38.000	+32 45 33.00	 -44.8	      	 0.60	 -44.8	     	 	   0.071	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19536+3237
295.21083333	+48.79166667	2	 6149	 12	25512	IRAS 19394+4840 	1667	S	19 40 50.600	+48 47 30.00	 -21.5	      	 0.60	 -21.5	     	 	   0.137	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19394+4840
293.69833333	+30.76888889	2	 6104	 12	11298	IRAS 19328+3039 	1667	D	19 34 47.600	+30 46 08.00	   0.4	   7.6	 0.60	   4.0	  3.6	 	   0.156	  0.108	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19328+3039
294.24458333	+21.72527778	1	 6105	 12	 6105	IRAS 19348+2136 	1667	D	19 36 58.700	+21 43 31.00	   7.7	  10.1	 0.60	   8.9	  1.2	 	   0.041	  0.068	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19348+2136
290.93958333	+71.68666667	1	 6101	 12	 6101	IRAS 19243+7135 	1667	D	19 23 45.500	+71 41 12.00	   8.8	  17.8	 0.60	  13.3	  4.5	 	   0.247	  0.333	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19243+7135
292.30000000	+22.27000000	1	 6102	 12	 6102	IRAS 19270+2209 	1667	S	19 29 12.000	+22 16 12.00	  56.0	      	 0.60	  56.0	     	 	   0.024	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19270+2209
292.65708333	+14.46500000	2	 6103	 12	11296	IRAS 19283+1421 	1667	D	19 30 37.700	+14 27 54.00	 -21.2	  10.7	 0.60	  -5.3	 16.0	 	   0.080	  0.086	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19283+1421
289.13916667	+18.38000000	1	 6099	 12	 6099	IRAS 19143+1817 	1667	S	19 16 33.400	+18 22 48.00	  -5.3	      	 0.60	  -5.3	     	 	   0.032	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19143+1817
289.25875000	+10.07888889	1	 6100	 12	 6100	IRAS 19146+0959 	1667	S	19 17 02.100	+10 04 44.00	  -7.5	      	 0.60	  -7.5	     	 	   0.026	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19146+0959
288.18250000	-14.94861111	2	 6131	 12	 6130	IRAS 19098-1502 	1667	D	19 12 43.800	-14 56 55.00	  16.9	  28.4	 0.60	  22.6	  5.8	 	   0.312	  0.132	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19098-1502
283.29000000	-21.47555556	1	 6109	 12	 6109	IRAS 18501-2132 	1667	S	18 53 09.600	-21 28 32.00	  60.0	      	 0.60	  60.0	     	 	   0.085	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18501-2132
286.34125000	 +8.21666667	1	 6096	 12	 6096	IRAS 19029+0808 	1667	D	19 05 21.900	+08 13 00.00	  16.1	  22.2	 0.60	  19.2	  3.1	 	   0.010	  0.014	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19029+0808
286.90166667	-17.02222222	1	 6097	 12	 6097	IRAS 19047-1706 	1667	S	19 07 36.400	-17 01 20.00	   9.8	      	 0.60	   9.8	     	 	   0.147	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 19047-1706
281.46333333	-17.30027778	2	 6118	 12	 1723	IRAS 18429-1721 	1667	D	18 45 51.200	-17 18 01.00	  -8.3	  -6.6	 0.60	  -7.5	  0.9	 	   0.545	  0.569	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18429-1721
271.67625000	 -8.22027778	1	 6089	 12	 6089	IRAS 18039-0813 	1667	D	18 06 42.300	-08 13 13.00	  15.0	  25.6	 0.60	  20.3	  5.3	 	   0.186	  0.329	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18039-0813
275.96833333	 +3.62277778	1	 6090	 12	 6090	IRAS 18213+0335 	1667	S	18 23 52.400	+03 37 22.00	 -30.3	      	 0.60	 -30.3	     	 	   0.153	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18213+0335
278.03291667	-24.95638889	2	 6092	 12	 1552	IRAS 18290-2459 	1667	S	18 32 07.900	-24 57 23.00	  55.1	      	 0.60	  55.1	     	 	   0.179	       	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18290-2459
279.33083333	+10.42805556	 	 6057	 12	  854	IRAS 18349+1023 	1667	D	18 37 19.400	+10 25 41.00	 -69.3	 -38.4	 0.60	 -53.9	 15.5	 	   0.256	  3.553	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18349+1023
280.35375000	 -4.34333333	1	 6093	 12	 6093	IRAS 18387-0423 	1667	D	18 41 24.900	-04 20 36.00	  36.4	  60.0	 0.60	  48.2	 11.8	 	   0.241	  0.172	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18387-0423
271.39750000	-21.22750000	1	 6088	 12	 6088	IRAS 18025-2113 	1667	D	18 05 35.400	-21 13 39.00	  -6.8	  18.5	 0.60	   5.8	 12.7	 	   1.131	  0.345	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18025-2113
271.25583333	-28.03194444	2	 6070	 12	 6071	IRAS 18018-2802 	1667	D	18 05 01.400	-28 01 55.00	  20.9	  29.3	 0.60	  25.1	  4.2	 	   0.220	  0.519	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 18018-2802
270.01541667	+23.59333333	2	 6053	 12	  829	IRAS 17579+2335 	1667	D	18 00 03.700	+23 35 36.00	  -0.8	   6.6	 0.60	   2.9	  3.7	 	   0.188	  0.210	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17579+2335
263.46958333	-17.43861111	1	 6086	 12	 6086	IRAS 17309-1724 	1667	D	17 33 52.700	-17 26 19.00	  42.3	  72.1	 0.60	  57.2	 14.9	 	   0.159	  0.126	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17309-1724
265.64458333	-30.09527778	2	 6042	 12	  136	IRAS 17393-3004 	1667	D	17 42 34.700	-30 05 43.00	 -25.5	  14.4	 0.60	  -5.6	 19.9	 	   1.752	  0.234	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17393-3004
260.54625000	-37.88694444	1	 6183	 12	 6183	IRAS 17187-3750 	1667	D	17 22 11.100	-37 53 13.00	 -46.2	 -18.7	 0.60	 -32.5	 13.8	 	   0.510	  0.266	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17187-3750
258.24625000	 -6.04972222	2	 6115	 12	 1706	IRAS 17103-0559 	1667	D	17 12 59.100	-06 02 59.00	 -33.4	  -2.0	 0.60	 -17.7	 15.7	 	   0.435	  0.387	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17103-0559
259.10708333	 +4.72111111	1	 6081	 12	 6081	IRAS 17139+0446 	1667	D	17 16 25.700	+04 43 16.00	 -68.5	 -58.4	 0.60	 -63.5	  5.0	 	   0.045	  0.033	        	       	LEW95A	0	0	1995A&AS..111..237L	IRAS 17139+0446
