#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-22T21:32:17 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60d2272c34a6fe	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/A+AS/128/35/stars
#-nav=cat:J/AJ/123/2772&cat:J/A+A/538/A136&cat:J/ApJS/89/189&cat:J/ApJS/109/489&cat:J/A+AS/92/43&cat:J/A+AS/127/185&cat:J/A+A/391/967&cat:J/A+A/446/773&cat:J/A+A/299/453&cat:J/AJ/127/501&cat:J/A+AS/128/35&tab:{J/A+AS/128/35/stars}&cat:J/A+A/431/779&cat:J/A+A/368/1006&key:source=OH/IR+stars&HTTPPRM:&&-ref=VIZ60d2272c34a6fe&-out.max=unlimited&-out.form=HTML Table&-out.all=2&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=s2&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=ePos&-out=Vblue&-out=Vred&-out=Vstar&-out=oLon&-out=oLat&-out.all=2&-out=Ref&-out=s3&-out=PBF&-out=Sblue&-out=Iblue&-out=e_Sblue&-out=Sred&-out=Ired&-out=e_Sred&-out=Vexp&-out=log(LOH)&-out=majAxis&-out=minAxis&-out=PA&-out=Note&-out.all=2&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+AS/128/35/stars
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+AS/128/35/stars
#-out=s2
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=ePos
#-out=Vblue
#-out=Vred
#-out=Vstar
#-out=oLon
#-out=oLat
#-out=Ref
#-out=s3
#-out=PBF
#-out=Sblue
#-out=Iblue
#-out=e_Sblue
#-out=Sred
#-out=Ired
#-out=e_Sred
#-out=Vexp
#-out=log(LOH)
#-out=majAxis
#-out=minAxis
#-out=PA
#-out=Note
#

#RESOURCE=yCat_41280035
#Name: J/A+AS/128/35
#Title: New Sample of OH/IR stars (Sjouwerman+ 1998)
#Table	J_A_AS_128_35_stars:
#Name: J/A+AS/128/35/stars
#Title: OH/IR stars in the Galactic center: positional,  kinematic and physical data
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	s2	(A1)	[abc] Image cube/data set code (2)	[ucd=meta.id;instr]
#Column	Name	(A13)	OH name according to its Galactic coordinates	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	ePos	(F6.3)	Maximum error in RA or Dec	[ucd=stat.error;pos.eq.ra;stat.max]
#Column	Vblue	(F6.1)	Velocity blue-shifted peak	[ucd=phys.veloc;stat.max]
#Column	Vred	(F6.1)	Velocity red-shifted peak	[ucd=phys.veloc;stat.max]
#Column	Vstar	(F6.1)	Stellar velocity (mean of OH peaks)	[ucd=phys.veloc]
#Column	oLon	(F7.3)	Galactic longitude offset from Sgr A*	[ucd=pos;arith.diff]
#Column	oLat	(F7.3)	Galactic latitude offset from Sgr A*	[ucd=pos;arith.diff]
#Column	Ref	(a10)	References, see Note (1)	[ucd=meta.ref;pos.frame]
#Column	s3	(A1)	Image cube/data set code (see Table 1)	[ucd=meta.id;instr]
#Column	PBF	(F5.2)	Primary beam attenuation factor	[ucd=instr.param]
#Column	Sblue	(F6.1)	Peak flux density blue-shifted peak	[ucd=phot.flux.density;em.IR]
#Column	Iblue	(F5.2)	Integrated line flux blue-shifted peak	[ucd=phot.flux.density;stat.max]
#Column	e_Sblue	(F4.1)	Relative error blue-shifted measurements	[ucd=stat.error]
#Column	Sred	(F6.1)	Peak flux density red-shifted peak	[ucd=phot.flux.density;em.radio.1500-3000MHz]
#Column	Ired	(F5.2)	Integrated line flux red-shifted peak	[ucd=phot.flux.density;stat.max]
#Column	e_Sred	(F4.1)	Relative error red-shifted measurements	[ucd=stat.error]
#Column	Vexp	(F5.2)	Expansion velocity of OH shell	[ucd=phys.veloc.expansion]
#Column	log(LOH)	(F4.1)	OH luminosity (distance assumed Ro=8kpc)	[ucd=phys.luminosity]
#Column	majAxis	(F4.1)	Deconvolution major axis	[ucd=phys.angSize]
#Column	minAxis	(F4.1)	Deconvolution minor axis	[ucd=phys.angSize.sminAxis]
#Column	PA	(I3)	Deconvolution position angle	[ucd=pos.posAng]
#Column	Note	(A4)	Notes, see Note (1)	[ucd=meta.note]
_RAJ2000	_DEJ2000	s2	Name	RAJ2000	DEJ2000	ePos	Vblue	Vred	Vstar	oLon	oLat	Ref	s3	PBF	Sblue	Iblue	e_Sblue	Sred	Ired	e_Sred	Vexp	log(LOH)	majAxis	minAxis	PA	Note
266.43293333	-28.98341389	a	359.972-0.046	17 45 43.904	-28 59 00.29	 1.217	  40.0	  53.6	  46.8	  1.716	  0.055	          	a	 1.06	  40.9	 0.32	 2.0	  26.5	 0.23	 8.3	 6.81	43.3	 9.4	 3.6	148	MC
266.23130417	-28.87334167	a	359.973+0.162	17 44 55.513	-28 52 24.03	 0.306	   2.5	  50.2	  26.4	  1.821	 12.530	1 (71)    	a	 1.23	  79.1	 0.32	 1.8	 142.0	 0.41	 4.1	23.84	43.4	 2.4	 2.2	 42	
266.23166667	-28.87443889	c	359.974+0.162	17 44 55.600	-28 52 27.98	 0.630	   2.3	  50.2	  26.3	  1.847	 12.534	1 (71)    	c	 1.62	  65.4	 0.25	 2.8	 107.6	 0.28	 7.8	23.97	43.3	 0.0	 0.0	  0	
266.44606667	-28.98745556	a	359.974-0.058	17 45 47.056	-28 59 14.84	 1.264	  30.9	  62.7	  46.8	  1.869	 -0.659	          	a	 1.09	  24.9	 0.77	 0.5	  46.8	 1.19	 1.3	15.89	43.9	13.4	 7.6	 14	MC
266.44588333	-28.98772222	c	359.974-0.058	17 45 47.012	-28 59 15.80	 0.583	  24.1	  61.8	  43.0	  1.886	 -0.619	          	c	 1.01	  23.6	 0.27	 1.1	  75.6	 1.76	 0.6	18.88	43.9	14.5	 7.6	167	MC
266.47608333	-29.00016111	b	359.977-0.087	17 45 54.260	-29 00 00.58	 0.030	  -5.4	  28.6	  11.6	  2.051	 -2.392	1 (72)    	a	 1.19	 690.8	 2.88	 0.3	 399.5	 1.95	 1.5	17.03	44.3	 0.0	 0.0	  0	
266.47636667	-29.00079167	c	359.977-0.087	17 45 54.328	-29 00 02.85	 0.066	  -5.0	  28.4	  11.7	  2.043	 -2.398	1 (72)    	c	 1.02	 845.3	 4.11	 0.2	 583.8	 2.60	 0.8	16.71	44.4	 0.0	 0.0	  0	
266.46800833	-28.99293889	b	359.980-0.077	17 45 52.322	-28 59 34.58	 0.118	  85.4	 124.0	 104.7	  2.200	 -1.805	5         	a	 1.15	  98.8	 0.53	 1.0	  66.3	 0.25	 6.5	19.29	43.5	 3.4	 2.2	 30	
266.46831250	-28.99346389	c	359.980-0.077	17 45 52.395	-28 59 36.47	 0.157	  85.1	 124.3	 104.7	  2.199	 -1.807	5         	c	 1.02	 148.9	 0.39	 0.7	  89.7	 0.24	 3.5	19.61	43.4	 0.0	 0.0	  0	
266.45565833	-28.97983333	b	359.985-0.061	17 45 49.358	-28 58 47.40	 0.042	  -6.5	  33.2	  13.3	  2.533	 -0.843	1 (73)    	a	 1.11	1133.6	 5.21	 0.4	 817.2	 3.55	 1.8	19.86	44.5	 0.0	 0.0	  0	
266.45591667	-28.98040000	c	359.985-0.061	17 45 49.420	-28 58 49.44	 0.039	  -6.4	  32.8	  13.2	  2.533	 -0.842	1 (73)    	c	 1.02	 980.5	 5.26	 0.1	 976.3	 4.93	 0.3	19.61	44.6	 0.0	 0.0	  0	
266.43615833	-28.97018056	b	359.985-0.042	17 45 44.678	-28 58 12.65	 0.182	  -9.9	  13.9	   2.0	  2.494	  0.332	*         	a	 1.06	  51.3	 0.41	 1.0	  52.5	 0.43	 2.8	11.92	43.5	 0.0	 0.0	  0	
266.43629167	-28.97043333	c	359.985-0.041	17 45 44.710	-28 58 13.56	 0.374	 -13.7	  13.9	   0.1	  2.510	  0.351	*         	c	 1.01	  62.9	 0.51	 0.7	  78.0	 0.53	 2.0	13.80	43.6	 0.0	 0.0	  0	
266.36970417	-28.92838333	b	359.990+0.030	17 45 28.729	-28 55 42.18	 0.087	 -69.0	 -31.5	 -50.2	  2.813	  4.614	*         	a	 1.00	 190.7	 0.72	 1.4	  82.1	 0.33	 9.1	18.73	43.6	 0.0	 0.0	  0	
266.37000417	-28.92883611	c	359.990+0.030	17 45 28.801	-28 55 43.81	 0.167	 -68.9	 -32.6	 -50.7	  2.841	  4.628	*         	c	 1.08	 157.5	 0.83	 0.4	  60.0	 0.27	 3.5	18.16	43.6	 0.0	 0.0	  0	
266.54275000	-29.01342500	b	359.996-0.144	17 46 10.260	-29 00 48.33	 0.199	 -50.8	 -15.6	 -33.2	  3.192	 -5.793	1 (74)    	a	 1.53	 272.3	 0.80	 0.9	  63.4	 0.36	 5.9	17.59	43.7	 3.4	 0.9	149	
266.54303333	-29.01419722	c	359.996-0.144	17 46 10.328	-29 00 51.11	 0.248	 -50.0	 -18.1	 -34.0	  3.171	 -5.808	1 (74)    	c	 1.13	 175.4	 0.59	 0.8	  44.5	 0.27	 5.4	15.98	43.5	 0.0	 0.0	  0	
266.40827083	-28.93902222	b	359.998-0.005	17 45 37.985	-28 56 20.48	 0.081	 -25.8	  13.9	  -6.0	  3.325	  2.554	6         	a	 1.03	  18.1	 0.02	19.0	  97.5	 0.63	 1.9	19.86	43.4	 0.0	 0.0	  0	
266.40836667	-28.93947222	c	359.999-0.004	17 45 38.008	-28 56 22.10	 0.336	 -25.3	  13.9	  -5.7	  3.340	  2.574	6         	c	 1.04	  21.8	 0.17	 1.8	  70.7	 0.31	 3.2	19.61	43.3	 0.0	 0.0	  0	
266.46340000	-28.96806389	b	359.999-0.061	17 45 51.216	-28 58 05.03	 0.129	  88.8	 124.0	 106.4	  3.348	 -0.821	1 (75)    	a	 1.12	 102.6	 0.87	 0.8	  90.9	 0.47	 4.2	17.59	43.7	 0.0	 0.0	  0	
266.46366250	-28.96865833	c	359.999-0.061	17 45 51.279	-28 58 07.17	 0.293	  88.0	 124.3	 106.2	  3.344	 -0.823	1 (75)    	c	 1.03	  81.3	 0.30	 1.1	  71.3	 0.26	 3.9	18.16	43.3	 0.0	 0.0	  0	
266.06209583	-28.74967778	a	000.001+0.353	17 44 14.903	-28 44 58.84	 0.402	 114.9	 134.2	 124.6	  3.493	 23.992	1 (76)    	a	 4.36	 244.6	 0.80	 2.8	 483.4	 1.20	 5.9	 9.65	43.9	 5.8	 2.6	169	
266.05704167	-28.74302500	a	000.005+0.360	17 44 13.690	-28 44 34.89	 0.791	   0.0	 -71.2	   0.0	  3.694	 24.427	          	a	 4.77	   0.0	 0.00	99.0	 367.3	 1.65	 6.5	 0.00	43.8	 0.0	 0.0	  0	
266.49513333	-28.97568889	b	000.007-0.089	17 45 58.832	-28 58 32.48	 0.131	 -19.0	  27.5	   4.2	  3.826	 -2.481	1 (77)    	a	 1.23	  60.5	 0.73	 0.8	 130.3	 0.65	 2.7	23.27	43.7	 0.0	 0.0	  0	
266.49550833	-28.97634444	c	000.007-0.089	17 45 58.922	-28 58 34.84	 0.174	 -19.5	  27.0	   3.7	  3.817	 -2.494	1 (77)    	c	 1.05	  87.6	 0.62	 0.7	 189.6	 0.74	 1.7	23.24	43.7	 0.0	 0.0	  0	
266.45791667	-28.94681111	b	000.014-0.046	17 45 49.900	-28 56 48.52	 0.219	 100.2	 136.5	 118.3	  4.287	  0.088	*         	a	 1.11	  23.3	 0.16	 3.8	 103.5	 0.49	 3.8	18.16	43.4	 0.0	 0.0	  0	
266.45820000	-28.94721667	c	000.014-0.046	17 45 49.968	-28 56 49.98	 0.458	  99.6	 135.9	 117.8	  4.294	  0.092	*         	c	 1.05	   9.4	 0.00	99.0	  60.9	 0.31	 5.0	18.16	44.0	 0.0	 0.0	  0	VLA
266.58094167	-29.00982222	a	000.016-0.171	17 46 19.426	-29 00 35.36	 0.597	 -11.1	  27.5	   8.2	  4.410	 -7.400	          	a	 1.81	 163.2	 0.61	 2.2	  87.3	 0.57	 7.0	19.30	43.7	 0.0	 0.0	  0	
266.58133750	-29.01161389	c	000.015-0.171	17 46 19.521	-29 00 41.81	 0.340	 -12.2	  28.4	   8.1	  4.346	 -7.447	          	c	 1.24	 112.7	 0.64	 0.7	  58.4	 0.46	 3.1	20.34	43.6	 6.7	 0.4	174	
266.54839167	-28.99135278	b	000.018-0.136	17 46 11.614	-28 59 28.87	 0.188	  88.8	 126.3	 107.5	  4.478	 -5.357	6         	a	 1.53	 107.5	 0.40	 2.5	  39.3	 0.17	18.7	18.73	43.3	 0.0	 0.0	  0	
266.54866250	-28.99226389	c	000.017-0.137	17 46 11.679	-28 59 32.15	 0.237	  89.4	 127.2	 108.3	  4.449	 -5.377	6         	c	 1.14	 145.2	 0.47	 0.9	  60.5	 0.20	 6.2	18.89	43.4	 0.0	 0.0	  0	
266.26341667	-28.83875278	a	000.017+0.156	17 45 03.220	-28 50 19.51	 0.280	  95.6	 110.4	 103.0	  4.474	 12.175	1 (78)    	a	 1.27	 127.0	 0.40	 1.2	 140.7	 0.33	 4.5	 7.38	43.5	 5.4	 3.1	167	
266.26388333	-28.83979722	c	000.018+0.156	17 45 03.332	-28 50 23.27	 0.354	  96.7	 109.8	 103.2	  4.502	 12.175	1 (78)    	c	 1.66	 136.2	 0.32	 1.9	 130.7	 0.23	 8.3	 6.54	43.3	 0.0	 0.0	  0	
266.07987083	-28.73736944	a	000.020+0.346	17 44 19.169	-28 44 14.53	 0.561	  -8.8	  41.1	  16.2	  4.612	 23.582	1 (79)    	a	 4.19	 270.5	 2.27	 0.8	 123.4	 0.66	 8.7	24.97	44.1	 0.0	 0.0	  0	
266.08012917	-28.73940000	c	000.020+0.346	17 44 19.231	-28 44 21.84	 0.801	  -7.9	  40.1	  16.1	  4.596	 23.565	1 (79)    	c	 7.38	 481.2	 1.30	 4.0	 262.4	 1.31	11.5	23.97	44.0	 0.0	 0.0	  0	
266.39265000	-28.90020556	b	000.024+0.027	17 45 34.236	-28 54 00.74	 0.275	 -69.0	 -33.8	 -51.4	  4.886	  4.467	          	a	 1.05	  67.4	 0.20	 2.4	  21.6	 0.10	99.0	17.59	42.9	 0.0	 0.0	  0	ATCA
266.39297083	-28.90046667	c	000.024+0.027	17 45 34.313	-28 54 01.68	 0.830	 -68.9	 -32.6	 -50.7	  4.918	  4.484	          	c	 1.12	  45.8	 0.13	 3.5	   9.6	 0.07	20.1	18.16	42.9	 0.0	 0.0	  0	VLA
266.44803333	-28.92384444	b	000.030-0.026	17 45 47.528	-28 55 25.84	 0.069	 -74.6	 -36.0	 -55.3	  5.193	  1.248	6?        	a	 1.10	 110.3	 0.57	 1.3	 169.8	 0.65	 3.6	19.30	43.7	 3.7	 0.7	161	
266.44827917	-28.92436667	c	000.030-0.026	17 45 47.587	-28 55 27.72	 0.129	 -74.7	 -35.5	 -55.1	  5.196	  1.252	6?        	c	 1.08	 160.3	 0.62	 0.5	 188.3	 0.77	 1.1	19.61	43.7	 0.0	 0.0	  0	
266.60353750	-28.99886111	a	000.036-0.182	17 46 24.849	-28 59 55.90	 0.688	 135.3	 170.5	 152.9	  5.589	 -8.071	1 (80)    	a	 1.99	 144.0	 0.60	 1.8	  73.4	 0.41	 8.0	17.60	43.6	 0.0	 0.0	  0	
266.60364583	-29.00032222	c	000.035-0.182	17 46 24.875	-29 00 01.16	 0.222	 134.5	 170.8	 152.6	  5.532	 -8.096	1 (80)    	c	 1.33	 164.2	 0.62	 0.7	  56.8	 0.28	 4.6	18.16	43.5	 3.7	 1.4	170	
266.42960000	-28.90550278	b	000.037-0.003	17 45 43.104	-28 54 19.81	 0.255	  29.8	  40.0	  34.9	  5.627	  2.647	6         	a	 1.09	  49.9	 0.11	 4.7	  81.8	 0.19	 8.6	 5.11	43.1	 0.0	 0.0	  0	
266.42984167	-28.90553889	c	000.037-0.003	17 45 43.162	-28 54 19.94	 0.426	  29.9	  40.1	  35.0	  5.660	  2.669	6         	c	 1.11	  51.3	 0.18	 3.0	 115.6	 0.36	 4.6	 5.08	43.3	 0.0	 0.0	  0	
266.48348333	-28.93040556	b	000.040-0.056	17 45 56.036	-28 55 49.46	 0.041	  50.2	  93.3	  71.8	  5.828	 -0.545	1 (81)    	a	 1.19	 376.5	 1.27	 0.8	 454.6	 1.49	 2.0	21.57	44.0	 0.0	 0.0	  0	
266.48372500	-28.93106944	c	000.040-0.056	17 45 56.094	-28 55 51.85	 0.067	  50.2	  92.3	  71.3	  5.816	 -0.551	1 (81)    	c	 1.09	 386.0	 1.17	 0.3	 486.2	 1.67	 0.7	21.06	44.0	 0.0	 0.0	  0	
266.37036250	-28.86924722	b	000.041+0.060	17 45 28.887	-28 52 09.29	 0.524	 -21.9	  14.5	  -3.7	  5.860	  6.434	          	b	 1.09	  33.7	 0.19	 6.9	  55.0	 0.15	25.7	18.16	43.1	 0.0	 0.0	  0	
266.34952500	-28.85672222	a	000.042+0.082	17 45 23.886	-28 51 24.20	 0.759	  54.8	  93.3	  74.1	  5.917	  7.753	          	a	 1.12	  47.0	 0.30	 2.0	  82.1	 0.47	 4.2	19.30	43.5	 6.2	 3.6	 31	
266.34971667	-28.85745833	c	000.042+0.082	17 45 23.932	-28 51 26.85	 0.721	  54.6	  93.8	  74.2	  5.942	  7.771	          	c	 1.32	  64.4	 0.19	 3.9	  80.4	 0.22	10.0	19.61	43.2	 0.0	 0.0	  0	
266.46331667	-28.91513889	b	000.044-0.033	17 45 51.196	-28 54 54.50	 0.484	  41.7	  82.6	  62.1	  6.058	  0.835	          	b	 1.15	  17.9	 0.24	 1.5	  35.2	 0.21	 6.3	20.43	43.2	 2.7	 1.2	  6	
266.59548750	-28.97744444	a	000.051-0.165	17 46 22.917	-28 58 38.80	 0.831	 -54.2	 -14.5	 -34.3	  6.467	 -7.042	6         	a	 1.88	 103.9	 0.93	 0.7	  62.4	 0.50	 4.2	19.86	43.7	 8.2	 3.9	129	
266.59574583	-28.97911111	c	000.050-0.165	17 46 22.979	-28 58 44.80	 0.144	 -54.4	 -15.2	 -34.8	  6.404	 -7.080	6         	c	 1.31	 167.5	 0.50	 0.6	  93.5	 0.40	 2.2	19.61	43.5	 0.0	 0.0	  0	
266.35762083	-28.85056667	a	000.051+0.079	17 45 25.829	-28 51 02.04	 0.674	  97.9	 136.5	 117.2	  6.455	  7.583	          	a	 1.14	  39.3	 0.23	 2.8	  81.4	 0.41	 4.7	19.30	43.4	 3.1	 2.1	172	
266.35795833	-28.85148333	c	000.051+0.079	17 45 25.910	-28 51 05.34	 0.299	  98.2	 135.9	 117.0	  6.473	  7.588	          	c	 1.34	  83.9	 0.24	 1.9	 129.0	 0.40	 3.3	18.88	43.4	 0.0	 0.0	  0	
266.49762500	-28.92240556	b	000.053-0.063	17 45 59.430	-28 55 20.66	 0.150	 -29.2	   5.9	 -11.6	  6.624	 -0.929	1 (82)    	a	 1.26	  63.8	 0.37	 1.7	 128.8	 0.66	 2.8	17.59	43.6	 2.2	 1.8	142	
266.49778333	-28.92315000	c	000.053-0.063	17 45 59.468	-28 55 23.34	 0.126	 -29.7	   6.6	 -11.5	  6.604	 -0.935	1 (82)    	c	 1.13	  76.7	 0.32	 1.1	 238.5	 1.01	 1.1	18.16	43.7	 0.0	 0.0	  0	
266.45779583	-28.89361389	b	000.060-0.018	17 45 49.871	-28 53 37.01	 0.047	 -23.6	  16.2	  -3.7	  7.009	  1.755	1 (83)    	a	 1.17	 193.0	 1.12	 1.4	 684.9	 1.94	 2.6	19.86	44.1	 0.0	 0.0	  0	
266.45796667	-28.89429167	c	000.060-0.018	17 45 49.912	-28 53 39.45	 0.084	 -23.9	  15.4	  -4.3	  7.000	  1.756	1 (83)    	c	 1.15	 156.3	 1.51	 0.5	 692.8	 2.69	 0.8	19.61	44.2	 0.0	 0.0	  0	
266.74329583	-29.04095556	c	000.064-0.308	17 46 58.391	-29 02 27.44	 0.566	   6.6	  40.1	  23.3	  7.247	-15.628	*         	c	 2.51	 107.2	 0.43	 1.8	 103.4	 0.30	 7.4	16.71	43.4	 0.0	 0.0	  0	
266.56521250	-28.94106389	b	000.068-0.123	17 46 15.651	-28 56 27.83	 0.347	  19.0	  53.1	  36.0	  7.515	 -4.542	6         	b	 1.63	  57.5	 0.33	 1.4	  43.9	 0.17	 8.4	17.03	43.3	 0.0	 0.0	  0	
266.56537500	-28.94216944	c	000.067-0.123	17 46 15.690	-28 56 31.81	 0.385	  18.3	  53.1	  35.7	  7.470	 -4.565	6         	c	 1.25	  82.3	 0.24	 1.4	  53.9	 0.21	 5.3	17.43	43.2	 0.0	 0.0	  0	
266.32302500	-28.80898889	a	000.070+0.127	17 45 17.526	-28 48 32.36	 0.212	 -54.2	 -17.9	 -36.0	  7.634	 10.435	1 (84)    	a	 1.33	  81.7	 0.40	 2.1	 246.9	 1.00	 2.5	18.16	43.7	 0.0	 0.0	  0	
266.32318750	-28.80998056	c	000.070+0.127	17 45 17.565	-28 48 35.93	 0.159	 -52.9	 -18.1	 -35.5	  7.648	 10.447	1 (84)    	c	 1.66	  77.6	 0.34	 1.6	 263.7	 1.09	 1.4	17.43	43.7	 0.0	 0.0	  0	
266.64699583	-28.98163056	a	000.071-0.205	17 46 35.279	-28 58 53.87	 0.197	  99.0	 126.3	 112.6	  7.657	 -9.482	1 (85)    	a	 2.50	1013.2	 3.57	 1.2	1377.4	 6.27	 2.0	13.62	44.6	 0.0	 0.0	  0	
266.64717083	-28.98253889	c	000.070-0.205	17 46 35.321	-28 58 57.14	 0.082	  99.6	 125.8	 112.7	  7.629	 -9.495	1 (85)    	c	 1.57	1743.0	 8.39	 0.3	2788.4	13.81	 0.6	13.07	44.9	 0.0	 0.0	  0	
266.45810000	-28.87923611	b	000.072-0.011	17 45 49.944	-28 52 45.25	 0.324	  79.7	 112.6	  96.2	  7.754	  2.191	          	a	 1.21	  56.4	 0.28	 1.8	  24.2	 0.14	10.8	16.46	43.2	 0.0	 0.0	  0	
266.30770000	-28.79419167	a	000.076+0.146	17 45 13.848	-28 47 39.09	 0.108	   1.4	  43.4	  22.4	  7.971	 11.585	1 (86)    	a	 1.44	 227.5	 0.86	 1.2	 642.1	 1.48	 2.1	21.00	44.0	 0.0	 0.0	  0	
266.30789167	-28.79519444	c	000.076+0.146	17 45 13.894	-28 47 42.70	 0.060	   0.8	  43.0	  21.9	  7.988	 11.597	1 (86)    	c	 1.82	 316.7	 1.28	 0.5	 948.2	 2.16	 0.9	21.06	44.1	 0.0	 0.0	  0	
266.56327500	-28.92741389	b	000.079-0.114	17 46 15.186	-28 55 38.69	 0.156	  36.6	  65.0	  50.8	  8.161	 -4.030	1 (87)    	a	 1.63	 551.3	 1.50	 0.8	 287.2	 1.26	 2.7	14.19	44.0	 0.0	 0.0	  0	
266.56357500	-28.92847222	c	000.078-0.115	17 46 15.258	-28 55 42.50	 0.069	  37.1	  64.7	  50.9	  8.124	 -4.056	1 (87)    	c	 1.27	 525.9	 2.13	 0.2	 355.5	 1.59	 0.8	13.80	44.2	 0.0	 0.0	  0	
266.39259167	-28.83123611	a	000.083+0.063	17 45 34.222	-28 49 52.45	 0.279	   4.8	  44.5	  24.7	  8.404	  6.619	1 (88)    	a	 1.24	 153.9	 0.79	 0.7	  66.5	 0.56	 3.0	19.86	43.7	 0.0	 0.0	  0	
266.39264167	-28.83192778	c	000.083+0.063	17 45 34.234	-28 49 54.94	 0.177	   5.2	  44.4	  24.8	  8.420	  6.642	1 (88)    	c	 1.40	 139.6	 0.58	 0.5	  57.4	 0.28	 3.2	19.61	43.5	 4.7	 1.5	176	
266.44449167	-28.85022500	a	000.091+0.014	17 45 46.678	-28 51 00.81	 0.569	  61.6	  77.5	  69.5	  8.856	  3.699	          	a	 1.26	  31.3	 0.16	 3.5	  59.1	 0.14	11.6	 7.95	43.1	 0.0	 0.0	  0	
266.48424583	-28.85115556	a	000.108-0.016	17 45 56.219	-28 51 04.16	 0.619	  21.8	  63.8	  42.8	  9.898	  1.888	6         	a	 1.39	  87.9	 0.45	 1.4	  60.6	 0.59	 3.2	21.00	43.6	 4.3	 1.7	  3	
266.48444583	-28.85233889	c	000.107-0.016	17 45 56.267	-28 51 08.42	 1.058	  21.2	  60.4	  40.8	  9.868	  1.875	6         	c	 1.35	  60.4	 0.29	 3.0	  45.5	 0.33	 7.9	19.61	43.4	 0.0	 0.0	  0	
266.53085417	-28.86993056	b	000.113-0.060	17 46 07.405	-28 52 11.75	 0.138	  71.8	 105.8	  88.8	 10.221	 -0.782	1 (90)    	a	 1.56	 455.7	 2.39	 0.5	 400.9	 2.66	 1.3	17.03	44.3	 2.8	 2.3	142	
266.53112500	-28.87095278	c	000.113-0.061	17 46 07.470	-28 52 15.43	 0.163	  70.6	 105.4	  88.0	 10.188	 -0.804	1 (90)    	c	 1.36	 452.0	 2.05	 0.4	 446.8	 2.39	 1.2	17.43	44.2	 0.0	 0.0	  0	
266.51467917	-28.85835000	a	000.116-0.042	17 46 03.523	-28 51 30.06	 0.739	 -48.5	 -11.1	 -29.8	 10.363	  0.298	6         	a	 1.51	  31.5	 0.20	 3.3	  72.9	 0.19	10.1	18.73	43.2	 0.0	 0.0	  0	
266.51483333	-28.85966667	c	000.115-0.043	17 46 03.560	-28 51 34.80	 0.774	 -47.1	 -12.2	 -29.7	 10.321	  0.280	6         	c	 1.37	  27.0	 0.09	 5.5	  54.1	 0.21	 8.0	17.43	43.1	 0.0	 0.0	  0	
266.58594167	-28.88843056	a	000.122-0.111	17 46 20.626	-28 53 18.35	 0.615	  21.8	  55.9	  38.9	 10.769	 -3.838	          	a	 1.90	 101.9	 0.82	 0.9	  80.7	 0.54	 4.0	17.02	43.7	 8.7	 2.4	161	
266.58640000	-28.89027222	c	000.121-0.112	17 46 20.736	-28 53 24.98	 0.375	  21.2	  56.0	  38.6	 10.704	 -3.890	          	c	 1.48	 126.4	 0.54	 1.0	 110.0	 0.39	 4.3	17.43	43.6	 0.0	 0.0	  0	
266.50099167	-28.83525000	a	000.129-0.020	17 46 00.238	-28 50 06.90	 0.340	  76.3	 112.6	  94.5	 11.171	  1.633	1 (92)    	a	 1.55	 177.9	 0.73	 1.0	  40.4	 0.29	 7.4	18.16	43.6	 7.0	 1.6	164	
266.50127083	-28.83666667	c	000.128-0.020	17 46 00.305	-28 50 12.00	 0.248	  76.4	 112.7	  94.5	 11.131	  1.608	1 (92)    	c	 1.46	 256.1	 0.79	 1.0	  70.2	 0.35	 6.9	18.16	43.6	 0.0	 0.0	  0	
266.38092500	-28.77142778	a	000.129+0.103	17 45 31.422	-28 46 17.14	 0.120	 -63.3	 -40.6	 -51.9	 11.146	  9.013	1 (91)    	a	 1.60	 601.9	 2.21	 1.0	1287.1	 3.10	 2.1	11.35	44.3	 0.0	 0.0	  0	
