#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:49:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a88eed8b82	
#INFO	-out.max=unlimited	
#INFO	queryParameters=75	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/MNRAS/505/6051&tab:{J/MNRAS/505/6051/table1}&tab:{J/MNRAS/505/6051/table3}&tab:{J/MNRAS/505/6051/table5}&tab:{J/MNRAS/505/6051/table6}&key:source=J/MNRAS/505/6051&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/505/6051/table1,J/MNRAS/505/6051/table3,J/MNRAS/505/6051/table5,J/MNRAS/505/6051/table6
#-order=I
#-out=IRAS
#-out=OName
#-out=RAICRS
#-out=DEICRS
#-out=CRef
#-out=Group
#-out=Simbad
#Simbad=Simbad
#-out=JD
#-out=Filter
#-out=mag
#-out.all=2
#-out=e_mag
#-out=Origin
#-out=o_Jmag
#-out=AmpJ
#-out=JmagMean
#-out=o_Hmag
#-out=AmpH
#-out=HmagMean
#-out=o_Kmag
#-out=AmpK
#-out=KmagMean
#-out=o_Omag
#-out=AmpO
#-out.all=2
#-out=OmagMean
#-out=Survey
#-out=Bands
#-out=P
#-out=e_P
#-out=FitLCO
#-out=FitPerO
#-out=e_FitPerO
#-out=FitAmpO
#-out=FitOmagMean
#-out=FitAsyFactO
#-out=Fitt0O
#-out=FitLCJ
#-out.all=2
#-out=FitPerJ
#-out=e_FitPerJ
#-out=FitAmpJ
#-out=FitJmagMean
#-out=FitAsymFactJ
#-out=Fitt0J
#-out=FitLCH
#-out=FitPerH
#-out=e_FitPerH
#-out=FitAmpH
#-out=FitHmagMean
#-out=FitAsymFactH
#-out=Fitt0H
#-out.all=2
#-out=FitLCK
#-out=FitPerK
#-out=e_FitPerK
#-out=FitAmpK
#-out=FitKmagMean
#-out=FitAsymFactK
#-out=Fitt0K
#-out.all=2
#
#INFO	CatalogsExamined=4	
#  4 catalogues with potential matches were examined.
#

#RESOURCE=yCat_75056051
#Name: J/MNRAS/505/6051
#Title: Arecibo sample variability properties (Jimenez-Esteban+, 2021)
#Coosys	H:	ICRS
#Table	J_MNRAS_505_6051_table1:
#Name: J/MNRAS/505/6051/table1
#Title: Arecibo sources positions and classifications
#Column	_RAJ2000	(A14)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A14)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	IRAS	(A10)	IRAS name (HHMMm+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	RAICRS	(F10.6)	ICRS (Hipparcos) Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F10.6)	ICRS (Hipparcos) Declination (J2000.0 )	[ucd=pos.eq.dec;meta.main]
#Column	CRef	(A7)	Coordinates Source (AllWISE or 2MASS)	[ucd=meta.bib]
#Column	Group	(I1)	[1/4] Flag for groups (1)	[ucd=meta.code.error]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	IRAS	OName	RAICRS	DEICRS	CRef	Group	Simbad
19330+1245	2451753	K	 5.650	 0.015	NIR-MP
19330+1245	2452124	K	 5.262	 0.015	NIR-MP
19330+1245	2452422	K	 4.659	 0.042	NIR-MP
19330+1245	2452834	K	 5.145	 0.171	NIR-MP
19330+1245	2452853	K	 5.290	 0.008	NIR-MP
19330+1245	2453187	K	 5.883	 0.022	NIR-MP
19330+1245	2453195	K	 6.103	 0.012	NIR-MP
19333+1918	2450616	H	 8.021	 0.020	2MASS
19333+1918	2450616	J	10.517	 0.022	2MASS
19333+1918	2450616	K	 6.319	 0.017	2MASS
19333+1918	2452046	H	 7.333	 0.026	NIR-MP
19333+1918	2452416	H	 6.432	 0.007	NIR-MP
19333+1918	2452530	H	 7.352	 0.007	NIR-MP
19333+1918	2452856	H	 5.959	 0.008	NIR-MP
19333+1918	2452887	H	 6.285	 0.021	NIR-MP
19333+1918	2453183	H	 7.249	 0.006	NIR-MP
19333+1918	2453194	H	 7.391	 0.008	NIR-MP
19333+1918	2453271	H	 7.513	 0.009	NIR-MP
19333+1918	2453536	H	 6.175	 0.007	NIR-MP
19333+1918	2451366	H	 7.200	 0.007	NIR-MP
19333+1918	2451749	H	 7.660	 0.312	NIR-MP
19333+1918	2452124	H	 6.494	 0.007	NIR-MP
19333+1918	2452427	H	 6.463	 0.016	NIR-MP
19333+1918	2452486	H	 7.178	 0.013	NIR-MP
19333+1918	2452838	H	 6.165	 0.014	NIR-MP
19333+1918	2452124	J	 8.537	 0.005	NIR-MP
19333+1918	2452416	J	 8.608	 0.010	NIR-MP
19333+1918	2452530	J	 9.761	 0.012	NIR-MP
19333+1918	2452887	J	 7.901	 0.018	NIR-MP
19333+1918	2453194	J	 9.813	 0.010	NIR-MP
19333+1918	2451366	J	10.106	 0.267	NIR-MP
19333+1918	2451749	J	10.378	 0.211	NIR-MP
19333+1918	2452427	J	 8.655	 0.009	NIR-MP
19333+1918	2452486	J	 9.422	 0.025	NIR-MP
19333+1918	2452046	K	 5.590	 0.005	NIR-MP
19333+1918	2452416	K	 5.050	 0.010	NIR-MP
19333+1918	2452530	K	 5.720	 0.006	NIR-MP
19333+1918	2452887	K	 5.421	 0.030	NIR-MP
19333+1918	2453194	K	 5.802	 0.008	NIR-MP
19333+1918	2451366	K	 5.542	 0.009	NIR-MP
19333+1918	2451749	K	 6.236	 0.295	NIR-MP
19333+1918	2452124	K	 5.033	 0.006	NIR-MP
19333+1918	2452427	K	 5.111	 0.008	NIR-MP
19333+1918	2452486	K	 5.564	 0.005	NIR-MP
19343+0912	2451399	H	 5.740	 0.024	2MASS
19343+0912	2451399	J	 6.768	 0.026	2MASS
19343+0912	2451399	K	 5.042	 0.018	2MASS
19343+0912	2451753	H	 5.927	 0.011	NIR-MP
19343+0912	2452042	H	 5.245	 0.016	NIR-MP
19343+0912	2451368	H	 5.564	 0.028	NIR-MP
19343+0912	2452485	H	 5.570	 0.004	NIR-MP
19343+0912	2451368	J	 6.578	 0.014	NIR-MP
19343+0912	2452042	J	 6.126	 0.016	NIR-MP
19343+0912	2453187	J	 6.421	 0.014	NIR-MP
19343+0912	2451753	J	 6.886	 0.011	NIR-MP
19343+0912	2452485	J	 6.531	 0.005	NIR-MP
19343+0912	2451368	K	 4.938	 0.027	NIR-MP
19343+0912	2451753	K	 5.240	 0.007	NIR-MP
19343+0912	2452042	K	 4.418	 0.124	NIR-MP
19343+0912	2452485	K	 4.952	 0.005	NIR-MP
19343+2926	2450714	H	 7.929	 0.018	2MASS
19343+2926	2450714	K	 6.209	 0.018	2MASS
19343+2926	2451369	H	 7.902	 0.009	NIR-MP
19343+2926	2451750	H	 7.908	 0.020	NIR-MP
19343+2926	2452043	H	 7.872	 0.021	NIR-MP
19343+2926	2452485	H	 7.807	 0.005	NIR-MP
19343+2926	2453187	H	 7.851	 0.007	NIR-MP
19343+2926	2451369	J	 9.549	 0.006	NIR-MP
19343+2926	2451750	J	 9.590	 0.026	NIR-MP
19343+2926	2452043	J	 9.479	 0.014	NIR-MP
19343+2926	2452485	J	 9.536	 0.005	NIR-MP
19343+2926	2451369	K	 6.139	 0.008	NIR-MP
19343+2926	2451750	K	 6.153	 0.011	NIR-MP
19343+2926	2452043	K	 6.038	 0.014	NIR-MP
19343+2926	2452485	K	 6.028	 0.006	NIR-MP
19344+0016	2451395	H	 6.580	 0.027	2MASS
19344+0016	2451395	J	 7.735	 0.024	2MASS
19344+0016	2451395	K	 5.757	 0.027	2MASS
19344+0016	2451749	J	 8.828	 0.070	DENIS
19344+0016	2451749	K	 6.480	 0.100	DENIS
19344+0016	2452046	H	 6.568	 0.015	NIR-MP
19344+0016	2452161	H	 7.184	 0.008	NIR-MP
19344+0016	2452425	H	 6.065	 0.010	NIR-MP
19344+0016	2452532	H	 6.761	 0.051	NIR-MP
19344+0016	2453538	H	 7.249	 0.011	NIR-MP
19344+0016	2451369	H	 6.841	 0.008	NIR-MP
19344+0016	2451753	H	 7.267	 0.020	NIR-MP
19344+0016	2452414	H	 6.178	 0.008	NIR-MP
19344+0016	2452491	H	 6.385	 0.052	NIR-MP
19344+0016	2452831	H	 6.144	 0.076	NIR-MP
19344+0016	2452855	H	 6.178	 0.060	NIR-MP
19344+0016	2453183	H	 6.599	 0.033	NIR-MP
19344+0016	2453199	H	 6.471	 0.007	NIR-MP
19344+0016	2451753	J	 8.607	 0.012	NIR-MP
19344+0016	2452161	J	 8.415	 0.009	NIR-MP
19344+0016	2452425	J	 7.203	 0.013	NIR-MP
19344+0016	2452532	J	 7.869	 0.031	NIR-MP
19344+0016	2451369	J	 7.961	 0.008	NIR-MP
19344+0016	2452414	J	 7.272	 0.006	NIR-MP
19344+0016	2452491	J	 7.482	 0.046	NIR-MP
19344+0016	2452831	J	 7.314	 0.148	NIR-MP
19344+0016	2453199	J	 7.628	 0.007	NIR-MP
19344+0016	2452046	K	 5.705	 0.010	NIR-MP
19344+0016	2452161	K	 6.269	 0.011	NIR-MP
19344+0016	2451369	K	 5.957	 0.007	NIR-MP
19344+0016	2451753	K	 6.284	 0.007	NIR-MP
19344+0016	2452414	K	 5.448	 0.007	NIR-MP
19344+0016	2452425	K	 5.420	 0.046	NIR-MP
19344+0016	2452491	K	 5.663	 0.063	NIR-MP
19344+0016	2452532	K	 6.067	 0.170	NIR-MP
19344+0016	2452831	K	 5.394	 0.166	NIR-MP
19344+0016	2453199	K	 5.724	 0.009	NIR-MP
19344+2457	2450714	H	11.986	 0.023	2MASS
19344+2457	2450714	K	 8.883	 0.015	2MASS
19344+2457	2451367	H	11.552	 0.014	NIR-MP
19344+2457	2452045	H	11.875	 0.143	NIR-MP
19344+2457	2452125	H	11.340	 0.013	NIR-MP
19344+2457	2452416	H	12.318	 0.016	NIR-MP
19344+2457	2452427	H	12.412	 0.012	NIR-MP
19344+2457	2452488	H	12.896	 0.011	NIR-MP
19344+2457	2452530	H	13.219	 0.047	NIR-MP
19344+2457	2452531	H	13.191	 0.038	NIR-MP
19344+2457	2453197	H	12.069	 0.045	NIR-MP
19344+2457	2451750	H	13.635	 0.099	NIR-MP
19344+2457	2451367	K	 8.309	 0.007	NIR-MP
19344+2457	2451750	K	 9.909	 0.012	NIR-MP
19344+2457	2452045	K	 8.604	 0.043	NIR-MP
19344+2457	2452125	K	 8.181	 0.007	NIR-MP
19344+2457	2452416	K	 9.137	 0.006	NIR-MP
19344+2457	2452488	K	 9.487	 0.016	NIR-MP
19344+2457	2452530	K	 9.656	 0.012	NIR-MP
19344+2457	2452531	K	 9.679	 0.032	NIR-MP
19344+2457	2452856	K	 8.421	 0.009	NIR-MP
19344+2457	2452892	K	 8.235	 0.010	NIR-MP
19344+2457	2453185	K	 8.928	 0.013	NIR-MP
19344+2457	2453197	K	 8.966	 0.007	NIR-MP
19344+2457	2453264	K	 9.207	 0.007	NIR-MP
19344+2457	2453540	K	 8.560	 0.007	NIR-MP
19344+2457	2452427	K	 9.191	 0.004	NIR-MP
19346+0913	2451399	H	 6.253	 0.031	2MASS
19346+0913	2451399	J	 7.270	 0.024	2MASS
19346+0913	2451399	K	 5.475	 0.015	2MASS
19346+0913	2452425	H	 6.691	 0.009	NIR-MP
19346+0913	2452530	H	 5.939	 0.009	NIR-MP
19346+0913	2451368	H	 5.899	 0.011	NIR-MP
19346+0913	2451753	H	 5.961	 0.009	NIR-MP
19346+0913	2452160	H	 6.025	 0.006	NIR-MP
19346+0913	2452413	H	 6.808	 0.004	NIR-MP
19346+0913	2452485	H	 6.139	 0.004	NIR-MP
19346+0913	2453199	H	 6.790	 0.007	NIR-MP
19346+0913	2452037	H	 7.458	 0.016	NIR-MP
19346+0913	2451753	J	 6.981	 0.027	NIR-MP
19346+0913	2452425	J	 7.799	 0.011	NIR-MP
19346+0913	2452530	J	 7.028	 0.009	NIR-MP
19346+0913	2452855	J	 8.077	 0.010	NIR-MP
19346+0913	2453270	J	 8.347	 0.011	NIR-MP
19346+0913	2453533	J	 6.928	 0.007	NIR-MP
19346+0913	2451368	J	 6.909	 0.012	NIR-MP
19346+0913	2452160	J	 7.079	 0.005	NIR-MP
19346+0913	2452413	J	 7.945	 0.006	NIR-MP
19346+0913	2452485	J	 7.121	 0.005	NIR-MP
19346+0913	2452838	J	 8.114	 0.017	NIR-MP
19346+0913	2453184	J	 7.823	 0.007	NIR-MP
19346+0913	2453199	J	 7.897	 0.009	NIR-MP
19346+0913	2452037	J	 8.711	 0.017	NIR-MP
19346+0913	2451368	K	 5.371	 0.028	NIR-MP
19346+0913	2451753	K	 5.284	 0.008	NIR-MP
19346+0913	2452160	K	 5.355	 0.025	NIR-MP
19346+0913	2452413	K	 5.888	 0.014	NIR-MP
19346+0913	2452425	K	 5.815	 0.087	NIR-MP
19346+0913	2452485	K	 5.492	 0.005	NIR-MP
19346+0913	2452530	K	 5.274	 0.081	NIR-MP
19346+0913	2453199	K	 6.003	 0.009	NIR-MP
19346+0913	2452037	K	 6.521	 0.055	NIR-MP
19347+2755	2450714	H	 8.716	 0.027	2MASS
19347+2755	2450714	J	11.357	 0.021	2MASS
19347+2755	2450714	K	 7.030	 0.020	2MASS
19347+2755	2451368	H	 9.066	 0.007	NIR-MP
19347+2755	2451750	H	 7.893	 0.007	NIR-MP
19347+2755	2452046	H	10.010	 0.012	NIR-MP
19347+2755	2452161	H	10.264	 0.004	NIR-MP
19347+2755	2452416	H	 8.018	 0.005	NIR-MP
19347+2755	2452488	H	 8.259	 0.005	NIR-MP
19347+2755	2452530	H	 8.482	 0.004	NIR-MP
19347+2755	2452833	H	 9.723	 0.009	NIR-MP
19347+2755	2453197	H	 8.686	 0.009	NIR-MP
19347+2755	2452427	H	 8.057	 0.009	NIR-MP
19347+2755	2451750	J	10.308	 0.029	NIR-MP
19347+2755	2452416	J	10.548	 0.003	NIR-MP
19347+2755	2452488	J	10.773	 0.015	NIR-MP
19347+2755	2452530	J	11.089	 0.006	NIR-MP
19347+2755	2452833	J	12.850	 0.028	NIR-MP
19347+2755	2453197	J	11.312	 0.009	NIR-MP
19347+2755	2451368	J	11.906	 0.150	NIR-MP
19347+2755	2452161	J	13.475	 0.135	NIR-MP
19347+2755	2452427	J	10.588	 0.015	NIR-MP
19347+2755	2451368	K	 7.281	 0.011	NIR-MP
19347+2755	2451750	K	 6.181	 0.010	NIR-MP
19347+2755	2452046	K	 7.771	 0.016	NIR-MP
19347+2755	2452161	K	 7.953	 0.009	NIR-MP
19347+2755	2452416	K	 6.316	 0.009	NIR-MP
19347+2755	2452488	K	 6.520	 0.005	NIR-MP
19347+2755	2452530	K	 6.722	 0.006	NIR-MP
19347+2755	2452833	K	 7.481	 0.009	NIR-MP
19347+2755	2452856	K	 7.307	 0.007	NIR-MP
19347+2755	2453185	K	 6.780	 0.009	NIR-MP
19347+2755	2453197	K	 6.907	 0.007	NIR-MP
19347+2755	2453539	K	 7.136	 0.007	NIR-MP
19347+2755	2452427	K	 6.325	 0.012	NIR-MP
19352+1914	2450616	H	 8.812	 0.014	2MASS
19352+1914	2450616	J	11.540	 0.021	2MASS
19352+1914	2450616	K	 6.954	 0.017	2MASS
19352+1914	2451367	H	 8.259	 0.006	NIR-MP
19352+1914	2451368	H	 8.246	 0.008	NIR-MP
19352+1914	2451749	H	 9.075	 0.013	NIR-MP
19352+1914	2452046	H	 7.599	 0.006	NIR-MP
19352+1914	2452125	H	 7.619	 0.004	NIR-MP
19352+1914	2452418	H	 9.181	 0.005	NIR-MP
19352+1914	2452486	H	 9.057	 0.004	NIR-MP
19352+1914	2452529	H	 8.850	 0.008	NIR-MP
19352+1914	2453197	H	 8.495	 0.006	NIR-MP
19352+1914	2452427	H	 9.222	 0.006	NIR-MP
19352+1914	2451367	J	11.021	 0.158	NIR-MP
19352+1914	2451749	J	11.937	 0.059	NIR-MP
19352+1914	2452125	J	10.204	 0.026	NIR-MP
19352+1914	2452418	J	12.109	 0.015	NIR-MP
19352+1914	2452427	J	12.157	 0.014	NIR-MP
19352+1914	2452529	J	11.651	 0.015	NIR-MP
19352+1914	2453197	J	11.233	 0.009	NIR-MP
19352+1914	2452486	J	12.124	 0.008	NIR-MP
19352+1914	2451367	K	 6.525	 0.006	NIR-MP
19352+1914	2451749	K	 7.042	 0.012	NIR-MP
19352+1914	2452046	K	 6.021	 0.010	NIR-MP
19352+1914	2452125	K	 6.040	 0.008	NIR-MP
19352+1914	2452418	K	 7.202	 0.004	NIR-MP
19352+1914	2452427	K	 7.205	 0.005	NIR-MP
19352+1914	2452486	K	 7.062	 0.005	NIR-MP
19352+1914	2452529	K	 6.950	 0.007	NIR-MP
19352+1914	2452855	K	 5.915	 0.006	NIR-MP
19352+1914	2453183	K	 6.809	 0.009	NIR-MP
19352+1914	2453197	K	 6.848	 0.008	NIR-MP
19352+1914	2453536	K	 6.516	 0.008	NIR-MP
19352+2030	2450616	H	10.636	 0.021	2MASS
19352+2030	2450616	J	13.087	 0.026	2MASS
19352+2030	2450616	K	 8.445	 0.019	2MASS
19352+2030	2451363	H	11.419	 0.008	NIR-MP
19352+2030	2451750	H	10.563	 0.015	NIR-MP
19352+2030	2452046	H	11.246	 0.019	NIR-MP
19352+2030	2452162	H	10.566	 0.008	NIR-MP
19352+2030	2452420	H	11.600	 0.011	NIR-MP
19352+2030	2452431	H	11.550	 0.007	NIR-MP
19352+2030	2452488	H	11.484	 0.004	NIR-MP
19352+2030	2452838	H	11.155	 0.241	NIR-MP
19352+2030	2451363	J	13.735	 0.023	NIR-MP
19352+2030	2452162	J	13.014	 0.011	NIR-MP
19352+2030	2452420	J	13.956	 0.010	NIR-MP
19352+2030	2452431	J	14.146	 0.053	NIR-MP
19352+2030	2452488	J	13.948	 0.028	NIR-MP
19352+2030	2451750	J	12.997	 0.069	NIR-MP
19352+2030	2451363	K	 9.264	 0.008	NIR-MP
19352+2030	2452046	K	 8.940	 0.025	NIR-MP
19352+2030	2452162	K	 8.231	 0.005	NIR-MP
19352+2030	2452420	K	 9.406	 0.004	NIR-MP
19352+2030	2452488	K	 9.305	 0.006	NIR-MP
19352+2030	2452856	K	 8.810	 0.004	NIR-MP
19352+2030	2453183	K	 8.445	 0.009	NIR-MP
19352+2030	2453225	K	 8.263	 0.008	NIR-MP
19352+2030	2453539	K	 9.050	 0.006	NIR-MP
19352+2030	2451750	K	 8.341	 0.009	NIR-MP
19352+2030	2452431	K	 9.497	 0.011	NIR-MP
19352+2030	2452838	K	 8.724	 0.036	NIR-MP
19352+2030	2453893	J	13.351	 0.100	UKIDSS
19359+1936	2450616	H	12.018	 0.036	2MASS
19359+1936	2450616	J	14.580	 0.047	2MASS
19359+1936	2450616	K	 9.776	 0.022	2MASS
19359+1936	2451367	H	11.170	 0.015	NIR-MP
19359+1936	2452046	H	10.676	 0.021	NIR-MP
19359+1936	2452125	H	10.614	 0.015	NIR-MP
19359+1936	2452418	H	12.051	 0.016	NIR-MP
19359+1936	2452486	H	11.366	 0.012	NIR-MP
19359+1936	2452532	H	11.149	 0.153	NIR-MP
19359+1936	2453197	H	10.436	 0.009	NIR-MP
19359+1936	2451749	H	11.766	 0.025	NIR-MP
19359+1936	2452427	H	12.066	 0.007	NIR-MP
19359+1936	2451367	J	13.690	 0.167	NIR-MP
19359+1936	2451749	J	14.431	 0.171	NIR-MP
19359+1936	2452486	J	14.042	 0.042	NIR-MP
19359+1936	2453197	J	13.243	 0.061	NIR-MP
19359+1936	2452125	J	13.255	 0.046	NIR-MP
19359+1936	2452427	J	14.541	 0.072	NIR-MP
19359+1936	2452046	K	 8.487	 0.029	NIR-MP
19359+1936	2452125	K	 8.509	 0.010	NIR-MP
19359+1936	2452418	K	 9.667	 0.008	NIR-MP
19359+1936	2452486	K	 8.999	 0.010	NIR-MP
19359+1936	2452837	K	 9.098	 0.006	NIR-MP
19359+1936	2452856	K	 9.234	 0.009	NIR-MP
19359+1936	2453183	K	 8.421	 0.009	NIR-MP
19359+1936	2453197	K	 8.412	 0.006	NIR-MP
19359+1936	2453537	K	 9.762	 0.015	NIR-MP
19359+1936	2451367	K	 8.941	 0.011	NIR-MP
19359+1936	2451749	K	 9.453	 0.014	NIR-MP
19359+1936	2452427	K	 9.667	 0.008	NIR-MP
19359+1936	2453926	J	13.302	 0.100	UKIDSS
19360+3442	2450934	H	 8.457	 0.024	2MASS
19360+3442	2450934	J	11.177	 0.021	2MASS
19360+3442	2450934	K	 6.585	 0.020	2MASS
19360+3442	2451366	H	 9.556	 0.007	NIR-MP
19360+3442	2451750	H	 8.972	 0.009	NIR-MP
19360+3442	2452046	H	 8.783	 0.040	NIR-MP
19360+3442	2452161	H	 8.300	 0.006	NIR-MP
19360+3442	2452417	H	 9.244	 0.018	NIR-MP
19360+3442	2452488	H	 9.821	 0.006	NIR-MP
19360+3442	2452531	H	 9.633	 0.010	NIR-MP
19360+3442	2452855	H	 8.460	 0.008	NIR-MP
19360+3442	2452892	H	 8.851	 0.016	NIR-MP
19360+3442	2453185	H	 8.503	 0.013	NIR-MP
19360+3442	2453540	H	 9.102	 0.006	NIR-MP
19360+3442	2452427	H	 9.696	 0.006	NIR-MP
19360+3442	2452838	H	 8.455	 0.029	NIR-MP
19360+3442	2453199	H	 8.488	 0.007	NIR-MP
19360+3442	2451366	J	12.698	 0.022	NIR-MP
19360+3442	2451750	J	11.725	 0.013	NIR-MP
19360+3442	2452161	J	10.929	 0.009	NIR-MP
19360+3442	2452417	J	12.390	 0.021	NIR-MP
19360+3442	2452488	J	12.782	 0.020	NIR-MP
19360+3442	2452427	J	12.583	 0.023	NIR-MP
19360+3442	2452531	J	12.557	 0.046	NIR-MP
19360+3442	2453199	J	11.133	 0.009	NIR-MP
19360+3442	2451366	K	 7.425	 0.009	NIR-MP
19360+3442	2451750	K	 7.068	 0.024	NIR-MP
19360+3442	2452046	K	 6.852	 0.011	NIR-MP
19360+3442	2452161	K	 6.579	 0.011	NIR-MP
19360+3442	2452488	K	 7.792	 0.013	NIR-MP
19360+3442	2452417	K	 7.162	 0.194	NIR-MP
19360+3442	2452427	K	 7.640	 0.010	NIR-MP
19360+3442	2452531	K	 7.836	 0.077	NIR-MP
19360+3442	2453199	K	 6.690	 0.007	NIR-MP
19366+1149	2451080	H	 5.611	 0.023	2MASS
19366+1149	2451080	J	 6.432	 0.021	2MASS
19366+1149	2451080	K	 5.117	 0.016	2MASS
19366+1149	2451368	H	 5.926	 0.006	NIR-MP
19366+1149	2452041	H	 5.149	 0.009	NIR-MP
19366+1149	2452434	H	 6.247	 0.032	NIR-MP
19366+1149	2452492	H	 5.440	 0.007	NIR-MP
19366+1149	2451753	H	 5.418	 0.066	NIR-MP
19366+1149	2451753	J	 6.026	 0.011	NIR-MP
19366+1149	2452041	J	 5.924	 0.008	NIR-MP
19366+1149	2452434	J	 6.950	 0.049	NIR-MP
19366+1149	2452492	J	 6.250	 0.008	NIR-MP
19366+1149	2453187	J	 6.782	 0.010	NIR-MP
19366+1149	2451368	J	 6.711	 0.012	NIR-MP
19366+1149	2452041	K	 4.641	 0.007	NIR-MP
19366+1149	2452492	K	 4.993	 0.010	NIR-MP
19366+1149	2451368	K	 5.400	 0.007	NIR-MP
19366+1149	2451753	K	 5.037	 0.069	NIR-MP
19366+1149	2452434	K	 5.466	 0.061	NIR-MP
19368+1935	2451705	H	13.732	 0.042	2MASS
19368+1935	2451705	K	10.043	 0.021	2MASS
19368+1935	2451749	H	13.451	 0.257	NIR-MP
19368+1935	2452418	H	13.736	 0.100	NIR-MP
19368+1935	2452486	H	13.745	 0.024	NIR-MP
19368+1935	2451749	K	 9.870	 0.015	NIR-MP
19368+1935	2452123	K	12.295	 0.019	NIR-MP
19368+1935	2452162	K	12.535	 0.035	NIR-MP
19368+1935	2452418	K	10.016	 0.012	NIR-MP
19368+1935	2452427	K	10.013	 0.009	NIR-MP
19368+1935	2452486	K	 9.939	 0.021	NIR-MP
19368+1935	2452532	K	10.076	 0.029	NIR-MP
19368+1935	2452837	K	11.972	 0.013	NIR-MP
19368+1935	2452856	K	12.179	 0.015	NIR-MP
19368+1935	2453183	K	10.068	 0.008	NIR-MP
19368+1935	2453226	K	 9.916	 0.024	NIR-MP
19368+1935	2453537	K	11.072	 0.008	NIR-MP
19368+1935	2451367	K	12.189	 0.010	NIR-MP
19368+1935	2453885	H	15.130	 0.100	UKIDSS
19368+1935	2453885	K	11.119	 0.100	UKIDSS
19371+2855	2450714	J	 6.045	 0.021	2MASS
19371+2855	2450714	K	 3.933	 0.250	2MASS
19371+2855	2452037	H	 6.218	 0.005	NIR-MP
19371+2855	2453227	H	 5.797	 0.035	NIR-MP
19371+2855	2453267	H	 5.147	 0.022	NIR-MP
19371+2855	2451369	H	 5.185	 0.018	NIR-MP
19371+2855	2451750	H	 4.932	 0.048	NIR-MP
19371+2855	2452160	H	 6.262	 1.029	NIR-MP
19371+2855	2452416	H	 4.743	 0.034	NIR-MP
19371+2855	2452427	H	 4.948	 0.007	NIR-MP
19371+2855	2452488	H	 5.229	 0.213	NIR-MP
19371+2855	2452528	H	 5.741	 0.093	NIR-MP
19371+2855	2452838	H	 4.589	 0.080	NIR-MP
19371+2855	2452853	H	 4.487	 0.008	NIR-MP
19371+2855	2453185	H	 6.072	 0.036	NIR-MP
19371+2855	2453195	H	 5.992	 0.011	NIR-MP
19371+2855	2453538	H	 5.630	 0.007	NIR-MP
19371+2855	2451363	J	 6.288	 0.008	NIR-MP
19371+2855	2451750	J	 6.097	 0.009	NIR-MP
19371+2855	2452037	J	 8.156	 0.006	NIR-MP
19371+2855	2452416	J	 6.519	 0.007	NIR-MP
19371+2855	2452488	J	 7.273	 0.012	NIR-MP
19371+2855	2452528	J	 7.824	 0.006	NIR-MP
19371+2855	2452160	J	 7.319	 0.006	NIR-MP
19371+2855	2452427	J	 6.670	 0.006	NIR-MP
19371+2855	2452853	J	 6.092	 0.006	NIR-MP
19371+2855	2453195	J	 7.855	 0.023	NIR-MP
19371+2855	2451369	K	 3.970	 0.057	NIR-MP
19371+2855	2451750	K	 3.750	 0.055	NIR-MP
19371+2855	2452037	K	 4.863	 0.030	NIR-MP
19371+2855	2452160	K	 4.469	 0.013	NIR-MP
19371+2855	2452416	K	 3.872	 0.060	NIR-MP
19371+2855	2452427	K	 3.888	 0.019	NIR-MP
19371+2855	2452488	K	 4.187	 0.091	NIR-MP
19371+2855	2452528	K	 4.673	 0.312	NIR-MP
19371+2855	2452853	K	 3.918	 0.021	NIR-MP
19371+2855	2453195	K	 4.687	 0.011	NIR-MP
19374+1626	2451661	K	14.824	 0.111	2MASS
19374+1626	2453911	K	12.957	 0.100	UKIDSS
19378+1256	2451661	H	 5.273	 0.027	2MASS
19378+1256	2451661	J	 6.349	 0.021	2MASS
19378+1256	2451661	K	 4.560	 0.017	2MASS
19378+1256	2452493	H	 4.786	 0.008	NIR-MP
19378+1256	2451369	H	 4.987	 0.008	NIR-MP
19378+1256	2453200	H	 4.649	 0.029	NIR-MP
