#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-22T21:35:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60d2272c34a6fe	
#INFO	-out.max=unlimited	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&cat:J/A+A/538/A136&cat:J/ApJS/89/189&cat:J/ApJS/109/489&cat:J/A+AS/92/43&cat:J/A+AS/127/185&cat:J/A+A/391/967&cat:J/A+A/446/773&cat:J/A+A/299/453&cat:J/AJ/127/501&cat:J/A+AS/128/35&cat:J/A+A/431/779&tab:{J/A+A/431/779/tablea1}&tab:{J/A+A/431/779/tablea2}&cat:J/A+A/368/1006&key:source=OH/IR+stars&HTTPPRM:&&-ref=VIZ60d2272c34a6fe&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/431/779/tablea1,J/A+A/431/779/tablea2
#-order=I
#-out=IRAS
#-out=IRAS_data
#IRAS_data=IRAS_data
#-out=RAJ2000
#-out=DEJ2000
#-out=oRA(CA-IRAS)
#-out=oDE(CA-IRAS)
#-out=oRA(MSX-IRAS)
#-out=oDE(MSX-IRAS)
#-out=oRA(VLA-IRAS)
#-out=oDE(VLA-IRAS)
#-out=MSX6C_G
#-out=HJD
#-out=l_Jmag
#-out=Jmag
#-out=e_Jmag
#-out=l_Hmag
#-out=Hmag
#-out=e_Hmag
#-out=n_Hmag
#-out=l_Kmag
#-out=Kmag
#-out=e_Kmag
#-out=n_Kmag
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_34310779
#Name: J/A+A/431/779
#Title: Optical/near-IR atlas of OH/IR stars (Jimenez-Esteban+ 2005)
#Table	J_A_A_431_779_tablea1:
#Name: J/A+A/431/779/tablea1
#Title: Astrometric information derived for the sources for which an optical/NIR counterpart was found.
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	IRAS	(a10)	IRAS name	[ucd=]
#Column	RAJ2000	(A10)	Improved right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Improved declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	oRA(CA-IRAS)	(I3)	? Distance Calar Alto/IRAS (RA) [NULL integer written as an empty string]	[ucd=]
#Column	oDE(CA-IRAS)	(I3)	? Distance Calar Alto/IRAS (DE) [NULL integer written as an empty string]	[ucd=]
#Column	oRA(MSX-IRAS)	(I3)	? Distance MSX/IRAS (RA) [NULL integer written as an empty string]	[ucd=]
#Column	oDE(MSX-IRAS)	(I3)	? Distance MSX/IRAS (DE) [NULL integer written as an empty string]	[ucd=]
#Column	oRA(VLA-IRAS)	(I3)	? Distance VLA/IRAS (RA) [NULL integer written as an empty string]	[ucd=]
#Column	oDE(VLA-IRAS)	(I3)	? Distance VLA/IRAS (DE) [NULL integer written as an empty string]	[ucd=]
#Column	MSX6C_G	(a16)	MSX6C_G name (MSX6C GLLL.llll+BB.bbbb), Cat. <V/114>	[ucd=]
_RAJ2000	_DEJ2000	IRAS	RAJ2000	DEJ2000	oRA(CA-IRAS)	oDE(CA-IRAS)	oRA(MSX-IRAS)	oDE(MSX-IRAS)	oRA(VLA-IRAS)	oDE(VLA-IRAS)	MSX6C_G
17230+0113	2451745	 	 5.77	 0.07	 	 4.62	 0.16	  	 	 4.45	 0.14	
17256+0504	2451745	 	 5.69	 0.32	 	 4.84	 0.10	  	 	 4.66	 0.12	
17308+0822	2451744	 	11.57	 0.04	 	 9.17	 0.01	  	 	 7.24	 0.01	
17338+0051	2451362	 	 6.56	 0.01	 	 5.65	 0.11	  	 	 5.18	 0.03	
17528+1144	2451745	 	 7.96	 0.01	 	 6.84	 0.01	  	 	 6.14	 0.02	
17554+2946	2451745	 	 3.71	 0.07	 	 2.83	 0.04	  	 	 2.56	 0.12	
17579+2335	2451746	 	 3.56	 0.03	 	 2.79	 0.05	  	 	 2.34	 0.12	
18033+2229	2451746	 	 5.08	 0.04	 	 4.29	 0.05	  	 	 3.98	 0.11	
18069+0911	2451746	 	 7.16	 0.01	 	 5.26	 0.01	  	 	 4.47	 0.18	
18076+3445	2451744	 	 7.34	 0.02	 	 5.68	 0.01	  	 	 4.92	 0.28	
18085+0752	2451744	 	 5.76	 0.01	 	 4.91	 0.02	  	 	 4.58	 0.10	
18095+2704	2451747	 	 7.43	 0.04	 	 6.74	 0.02	  	 	 6.48	 0.03	
18099+3127	2451363	 	 5.83	 0.02	 	 4.86	 0.01	  	 	 4.46	 0.11	
18123+0511	2451744	 	 7.87	 0.02	 	 7.33	 0.01	  	 	 6.68	 0.01	
18170+0353	2451367	 	13.36	 0.11	 	10.80	 0.02	  	 	 8.49	 0.02	
18203+0723	2451747	 	 7.12	 0.49	 	 5.86	 0.01	  	 	 5.33	 0.03	
18223+1217	2451368	 	 7.71	 0.02	 	 6.82	 0.02	  	 	 6.09	 0.01	
18231+0855	2451368	 	 8.15	 0.01	 	 6.94	 0.01	  	 	 6.18	 0.02	
18236+0706	2451369	 	 7.76	 0.01	 	 6.93	 0.02	  	 	 6.25	 0.01	
18237+2150	2451367	 	 6.63	 0.02	 	 5.77	 0.02	  	 	 5.31	 0.02	
18251+0023	2451744	 	10.54	 0.01	 	 8.28	 0.01	  	 	 6.63	 0.02	
18254+0750	2451368	 	 9.94	 0.02	 	 8.20	 0.01	  	 	 6.86	 0.01	
18262+0934	2451744	 	 7.83	 0.02	 	 6.89	 0.37	  	 	 5.87	 0.01	
18270+0326	2451744	 	 6.86	 0.02	 	 5.64	 0.06	  	 	 4.72	 0.07	
18276+0839	2451368	 	 7.86	 0.02	 	 6.93	 0.01	  	 	 6.27	 0.01	
18278+0931	2451744	 	 7.67	 0.02	 	 6.38	 0.38	  	 	 5.48	 0.08	
18307+0102	2451744	 	10.78	 0.03	 	 8.70	 0.02	  	 	 7.11	 0.01	
18318+0150	2451368	 	10.88	 0.01	 	 8.46	 0.01	  	 	 6.77	 0.01	
18333+0903	2451368	 	 7.97	 0.01	 	 6.74	 0.01	  	 	 5.85	 0.02	
18341+0005	2451363	 	 9.78	 0.01	 	 7.33	 0.01	  	 	 5.81	 0.02	
18347+1113	2451369	 	 7.75	 0.01	 	 6.85	 0.02	  	 	 6.31	 0.02	
18349+1023	2451750	 	 3.60	 0.09	 	 2.22	 0.10	  	 	 1.22	 0.10	
18353+0020	2451744	>	15.25	     	>	14.75	     	  	 	12.49	 0.11	
18355+0227	2451744	 	 7.81	 0.01	 	 6.24	 0.01	  	 	 5.28	 0.02	
18362+0538	2451744	 	 7.50	 0.01	 	 6.11	 0.02	  	 	 5.26	 0.02	
18375+0510	2451744	 	 9.76	 0.03	 	 7.99	 0.01	  	 	 6.51	 0.01	
18381+0020	2451363	 	 8.65	 0.01	 	 6.27	 0.01	  	 	 4.79	 0.01	
18395+0130	2451744	>	15.25	     	>	14.50	     	  	>	13.50	     	
18397+0758	2451366	 	 7.09	 0.02	 	 6.04	 0.01	  	 	 5.24	 0.01	
18398+0728	2451366	 	11.29	 0.04	 	 8.93	 0.02	  	 	 7.13	 0.01	
18398+1035	2451367	<	 5.37	     	 	 4.78	 0.10	  	 	 3.58	 0.10	
18400+0123	2451744	 	 9.64	 0.01	 	 7.70	 0.01	  	 	 6.50	 0.01	
18407+0350	2451368	 	 7.44	 0.02	 	 6.32	 0.01	  	 	 5.69	 0.03	
18407+0601	2451367	 	 8.69	 0.31	 	 6.80	 0.02	  	 	 5.79	 0.01	
18408+0730	2451746	 	 9.09	 0.01	 	 7.53	 0.01	  	 	 6.51	 0.01	
18409+0431	2451745	 	 6.77	 0.02	 	 5.15	 0.01	  	 	 4.82	 0.18	
18415+0404	2451745	 	 8.55	 0.03	 	 6.70	 0.02	  	 	 5.65	 0.01	
18420+1137	2451369	 	10.77	 0.02	 	 9.11	 0.01	  	 	 7.85	 0.01	
18430+0039	2451745	 	11.99	 0.03	 	 9.55	 0.01	  	 	 7.91	 0.02	
18433+0039	2451745	 	13.07	 0.03	 	 9.40	 0.03	  	 	 7.09	 0.02	
18435+0745	2451369	>	14.75	     	 	12.23	 0.08	  	 	10.03	 0.03	
18441+0311	2451365	 	 9.74	 0.11	 	 7.72	 0.07	  	 	 6.49	 0.08	
18441+2216	2451369	 	 8.15	 0.34	 	 6.84	 0.02	  	 	 6.15	 0.01	
18444+0734	2451369	 	 7.90	 0.03	 	 6.58	 0.01	  	 	 5.64	 0.01	
18455+0448	2451365	>	15.75	     	 	13.39	 0.10	  	 	11.34	 0.08	
18475+0353	2451745	>	14.25	     	>	14.00	     	  	>	13.25	     	
18476+0555	2451745	 	 8.22	 0.01	 	 5.96	 0.02	  	 	 4.71	 0.09	
18477+0243	2451367	 	10.72	 0.03	 	 8.27	 0.02	  	 	 6.69	 0.02	
18481+0405	2451745	>	15.25	     	>	13.50	     	  	>	12.50	     	
18487+0152	2451746	 	13.53	 0.11	 	 9.35	 0.01	  	 	 6.53	 0.02	
18487+0617	2451367	 	11.31	 0.04	 	 8.80	 0.02	  	 	 7.13	 0.01	
18490+0302	2451367	 	12.08	 0.06	 	 8.87	 0.01	  	 	 6.75	 0.01	
18490+1158	2451367	 	 7.22	 0.05	 	 5.85	 0.03	  	 	 4.96	 0.10	
18497+0200	2451746	>	15.75	     	>	14.50	     	  	 	12.89	 0.51	
18498-0017	2451746	>	14.50	     	>	13.75	     	  	>	12.75	     	
18499+1224	2451367	 	 7.37	 0.02	 	 6.32	 0.03	  	 	 5.64	 0.01	
18501+0013	2451746	>	13.00	     	>	12.75	     	  	>	12.25	     	
18501+1019	2451746	 	11.89	 0.03	 	 9.34	 0.01	  	 	 7.61	 0.01	
18506+0912	2451366	 	 8.08	 0.02	 	 6.26	 0.01	  	 	 5.06	 0.02	
18511+1141	2451747	 	10.92	 0.41	 	 8.73	 0.03	  	 	 7.47	 0.03	
18512+2029	2451746	 	11.49	 0.05	 	 8.82	 0.10	  	 	 6.83	 0.03	
18517+0037	2451369	>	14.50	     	>	13.75	     	  	>	12.50	     	
18518+0358	2451746	 	10.89	 0.05	 	 8.47	 0.01	  	 	 6.67	 0.02	
18520+0533	2451746	 	12.69	 0.37	 	11.16	 0.03	  	 	10.23	 0.06	
18520+1014	2451746	 	 7.55	 0.02	 	 6.09	 0.02	  	 	 5.10	 0.01	
18525+0210	2451365	>	15.50	     	>	14.75	     	  	 	12.72	 0.15	
18530+0507	2451746	 	10.80	 0.03	 	 7.57	 0.01	  	 	 5.72	 0.01	
18535+0726	2451363	 	12.69	 0.03	 	 9.86	 0.02	  	 	 7.94	 0.01	
18540+0302	2451746	 	13.27	 1.03	 	 9.04	 0.04	  	 	 6.38	 0.01	
18542+0940	2451368	 	 7.44	 0.02	 	 6.11	 0.01	  	 	 5.33	 0.01	
18548+0823	2451367	 	12.83	 0.05	 	10.09	 0.05	  	 	 8.12	 0.02	
18549+0905	2451746	 	 6.61	 0.01	 	 5.09	 0.01	  	 	 4.33	 0.02	
18551+0159	2451369	>	15.00	     	 	12.17	 0.08	  	 	10.51	 0.05	
18551+0323	2451363	 	14.40	 0.14	 	10.56	 0.07	  	 	 7.43	 0.01	
18554+0231	2451363	 	 8.74	 0.01	 	 5.89	 0.01	  	 	 4.43	 0.04	
18554+1333	2451368	 	 7.89	 0.03	 	 6.63	 0.01	  	 	 5.81	 0.01	
18556+0811	2451363	 	 6.97	 0.01	 	 5.25	 0.04	  	 	 4.26	 0.13	
18556+1409	2451369	 	11.62	 0.01	 	 9.27	 0.01	  	 	 7.42	 0.01	
18560+0638	2451751	 	13.32	 0.09	 	 9.06	 0.10	  	 	 5.88	 0.05	
18563+0816	2451366	>	15.00	     	 	12.52	 0.04	  	 	10.04	 0.01	
18567+0003	2451746	 	 9.95	 0.04	 	 7.45	 0.05	  	 	 5.68	 0.01	
18567+1046	2451746	 	 7.02	 0.03	 	 5.47	 0.02	  	 	 4.61	 0.01	
18568+0550	2451367	>	15.25	     	>	14.75	     	  	>	13.25	     	
18568+2554	2451369	 	 8.83	 0.01	 	 7.86	 0.01	  	 	 7.07	 0.02	
18569+0553	2451367	>	15.00	     	>	14.25	     	  	>	12.00	     	
18569+1722	2451369	 	 6.69	 0.01	 	 5.74	 0.02	  	 	 5.10	 0.03	
18571+0611	2451367	>	15.25	     	 	13.08	 0.10	  	 	10.21	 0.03	
18572+0618	2451367	 	 9.01	 0.02	 	 6.77	 0.03	  	 	 5.39	 0.01	
18577+1047	2451746	 	 9.16	 0.02	 	 7.81	 0.01	  	 	 7.01	 0.01	
18578+0831	2451366	 	10.87	 0.05	 	 7.88	 0.04	  	 	 5.69	 0.01	
18581+1405	2451366	 	 8.15	 0.01	 	 7.17	 0.40	  	 	 5.83	 0.01	
18585+0900	2451363	 	12.23	 0.18	 	 8.68	 0.03	  	 	 6.01	 0.01	
18588+1400	2451366	 	10.08	 0.02	 	 8.28	 0.02	  	 	 6.74	 0.02	
18592+1455	2451745	 	 5.81	 0.01	 	 4.65	 0.04	  	 	 4.26	 0.17	
18593+1009	2451367	 	10.01	 0.02	 	 7.80	 0.01	  	 	 6.39	 0.01	
18596+0315	2451752	>	13.75	     	>	12.50	     	  	>	13.00	     	
19006+0624	2451746	>	14.50	     	>	13.75	     	  	>	13.00	     	
19007+1652	2451749	 	 8.44	 0.01	 	 7.04	 0.02	  	 	 6.20	 0.02	
19008+0907	2451368	 	10.69	 0.02	 	 8.22	 0.01	  	 	 6.36	 0.01	
19010+0526	2451750	>	15.25	     	 	12.45	 0.14	  	 	 8.43	 0.04	
19010+1307	2451749	 	11.38	 0.07	 	 8.40	 0.01	  	 	 6.51	 0.02	
19012+1128	2451367	 	 8.55	 0.02	 	 7.02	 0.03	  	 	 6.06	 0.02	
19017+0412	2451363	>	14.75	     	 	11.13	 0.08	  	 	 7.93	 0.03	
19017+0608	2451362	>	14.75	     	 	13.74	 0.09	  	 	 9.40	 0.01	
19023+0745	2451746	 	13.09	 0.26	 	 9.79	 0.03	  	 	 7.41	 0.01	
19024+1923	2451746	 	 9.49	 0.02	 	 7.07	 0.02	  	 	 5.66	 0.02	
19026+0336	2451747	>	14.25	     	>	13.75	     	  	 	11.01	 0.08	
19026+1300	2451749	>	16.00	     	 	12.65	 0.10	  	 	10.00	 0.07	
19027+1341	2451368	 	13.24	 0.11	 	10.66	 0.02	  	 	 8.70	 0.05	
19028+1613	2451362	 	10.56	 0.03	 	 8.95	 0.36	  	 	 7.42	 0.03	
19035+0451	2451747	 	 8.67	 0.05	 	 6.12	 0.01	  	 	 4.85	 0.05	
19035+0801	2451365	>	15.00	     	>	14.00	     	  	>	13.25	     	
19035+1010	2451366	 	 8.70	 0.01	 	 6.79	 0.01	  	 	 5.59	 0.01	
19041+0952	2451366	 	12.96	 0.29	 	 9.92	 0.02	  	 	 7.76	 0.01	
19041+1734	2451362	 	 9.10	 0.01	 	 7.68	 0.06	  	 	 6.58	 0.03	
19043+1009	2451363	 	 9.43	 0.01	 	 7.09	 0.03	  	 	 5.35	 0.02	
19047+0924	2451366	>	15.00	     	 	13.29	 0.16	  	 	10.19	 0.04	
19052+0922	2451749	 	10.74	 0.09	 	 7.94	 0.03	  	 	 5.98	 0.02	
19052+1431	2451369	 	 9.80	 0.02	 	 8.09	 0.01	  	 	 6.95	 0.03	
19054+0419	2451369	>	14.50	     	 	11.77	 0.06	  	 	 9.28	 0.02	
19055+0225	2451747	>	14.75	     	 	11.70	 0.05	  	 	 9.64	 0.05	
19057+0141	2451368	 	10.19	 0.03	 	 8.60	 0.01	  	 	 7.35	 0.03	
19060+1612	2451369	 	 5.66	 0.02	 	 4.72	 0.05	  	 	 3.96	 0.08	
19061+1041	2451362	 	10.90	 0.03	 	 8.42	 0.03	  	 	 6.77	 0.03	
19065+0832	2451363	 	 9.42	 0.01	 	 7.66	 0.02	  	 	 6.96	 0.01	
19067+0811	2451750	>	15.50	     	>	14.75	     	  	>	13.25	     	
19068+0016	2451368	 	10.18	 0.02	 	 7.95	 0.02	  	 	 6.48	 0.01	
19068+1127	2451752	 	 9.19	 0.01	 	 6.79	 0.03	  	 	 5.37	 0.01	
19069+0916	2451366	>	15.25	     	 	11.64	 0.11	  	 	 8.35	 0.04	
19071+0946	2451749	>	15.50	     	>	14.25	     	  	 	11.44	 0.05	
19074+0336	2451368	 	11.35	 0.03	 	 9.11	 0.01	  	 	 7.62	 0.01	
19075+1147	2451362	>	14.25	     	>	13.75	     	  	 	11.15	 0.01	
19076+1247	2451368	 	10.65	 0.03	 	 8.95	 0.01	  	 	 7.80	 0.02	
19079+1143	2451366	 	11.54	 0.09	 	 9.13	 0.02	  	 	 7.51	 0.01	
19081+0322	2451747	>	14.50	     	>	14.00	     	  	 	11.84	 0.07	
19083+0851	2451363	 	 8.32	 0.02	 	 5.94	 0.02	  	 	 4.71	 0.06	
19085+0755	2451366	>	15.50	     	>	14.75	     	  	 	 9.72	 0.01	
19087+0323	2451747	 	12.32	 0.22	 	 9.58	 0.02	  	 	 7.32	 0.03	
19088+1129	2451366	 	 8.00	 0.02	 	 6.47	 0.02	  	 	 5.44	 0.01	
19097+0411	2451365	 	10.45	 0.11	 	 7.89	 0.07	  	 	 6.27	 0.08	
19112+0819	2451749	>	14.75	     	>	13.75	     	  	 	10.69	 0.13	
19115+0752	2451366	 	10.71	 0.05	 	 8.52	 0.01	  	 	 7.20	 0.02	
19116+1511	2451368	 	 8.07	 0.01	 	 6.83	 0.01	  	 	 6.01	 0.01	
19117+1558	2451362	 	11.00	 0.02	 	 8.94	 0.38	  	 	 7.22	 0.01	
19128+0910	2451366	>	15.00	     	>	14.25	     	  	 	11.70	 0.17	
19128+1310	2451366	 	13.97	 0.03	 	 9.95	 0.01	  	 	 7.13	 0.01	
19129+2803	2451746	 	 7.97	 0.01	 	 6.58	 0.01	  	 	 5.53	 0.01	
19131+1157	2451363	 	10.44	 0.02	 	 7.64	 0.04	  	 	 5.74	 0.01	
19140+0652	2451366	 	13.29	 0.45	 	10.24	 0.05	  	 	 8.10	 0.03	
19147+1349	2451365	 	11.92	 0.11	 	 8.74	 0.07	  	 	 6.68	 0.08	
19149+1638	2451752	 	10.28	 0.06	 	 7.67	 0.01	  	 	 6.37	 0.06	
19160+0755	2451367	>	15.00	     	 	11.09	 0.05	  	 	 8.52	 0.04	
19161+2343	2451366	 	13.58	 0.08	 	 9.60	 0.04	  	 	 6.24	 0.01	
19162+0607	2451368	 	10.72	 0.01	 	 9.05	 0.02	  	 	 7.94	 0.01	
19167+1733	2451368	 	 8.07	 0.03	 	 6.43	 0.36	  	 	 5.13	 0.01	
19168+0814	2451750	 	 5.49	 0.01	 	 4.73	 0.03	  	<	 4.11	     	
19172+1956	2451752	>	15.25	     	 	12.07	 0.03	  	 	 8.84	 0.02	
19175+0958	2451368	 	13.21	 0.04	 	10.32	 0.02	  	 	 8.22	 0.02	
19175+1042	2451752	 	12.11	 0.03	 	 9.77	 0.02	  	 	 7.56	 0.01	
19176+1939	2451368	 	 8.38	 0.02	 	 6.78	 0.01	  	 	 5.84	 0.02	
19177+1333	2451752	>	13.75	     	 	13.23	 0.50	  	 	10.28	 0.05	
19178+1206	2451368	>	14.75	     	 	14.19	 0.18	  	 	13.54	 0.88	
19183+1148	2451368	>	14.75	     	>	13.50	     	  	>	12.50	     	
19184+1055	2451750	>	15.00	     	 	11.83	 0.23	  	 	 8.87	 0.01	
19186+0315	2451365	 	 9.78	 0.11	 	 7.92	 0.07	  	 	 6.31	 0.09	
19186+1657	2451363	 	 7.24	 0.01	 	 5.66	 0.02	  	 	 4.71	 0.03	
19187+2221	2451368	 	10.14	 0.03	 	 8.05	 0.01	  	 	 6.88	 0.02	
19188+1057	2451750	>	15.00	     	>	14.00	     	  	>	12.75	     	
19189+1758	2451361	 	 6.22	 0.01	<	 6.05	     	  	 	 4.30	 0.04	
19190+1128	2451363	 	14.49	 0.11	 	10.69	 0.41	  	 	 7.21	 0.02	
19190+3035	2451368	 	13.36	 0.13	 	10.90	 0.05	  	 	 9.13	 0.03	
19192+0922	2451752	 	11.18	 0.03	 	 8.20	 0.02	  	 	 6.21	 0.01	
19195+0522	2451752	 	 6.46	 0.34	 	 5.26	 0.11	  	 	 4.57	 0.09	
19195+1747	2451747	 	 6.92	 0.01	 	 5.27	 0.01	  	 	 4.40	 0.04	
19200+1035	2451361	 	 9.55	 0.02	 	 8.00	 0.01	  	 	 7.18	 0.01	
19200+1536	2451368	>	14.75	     	>	14.25	     	  	 	11.21	 0.06	
19201+1040	2451367	 	13.40	 0.03	 	10.61	 0.05	  	 	 7.76	 0.03	
19201+2101	2451745	>	15.25	     	>	14.75	     	  	 	10.03	 0.01	
19206+2121	2451744	 	10.73	 0.02	 	 8.57	 0.02	  	 	 7.02	 0.01	
19206+2216	2451368	 	10.58	 0.03	 	 8.59	 0.01	  	 	 7.02	 0.01	
19206+2517	2451368	 	 7.89	 0.03	 	 6.61	 0.01	  	 	 5.85	 0.02	
19214+0513	2451367	 	 8.63	 0.01	 	 6.76	 0.02	  	 	 5.57	 0.02	
19218+0425	2451369	 	 7.94	 0.02	 	 6.72	 0.02	  	 	 5.87	 0.01	
19229+1708	2451363	 	 6.69	 0.02	<	 5.15	     	  	<	 4.36	     	
19231+3555	2451750	 	 5.34	 0.01	 	 4.11	 0.01	  	 	 3.11	 0.06	
19237+1430	2451362	 	 8.94	 0.01	 	 6.78	 0.03	  	 	 5.40	 0.05	
19241+3457	2451750	 	 5.37	 0.07	 	 4.34	 0.03	  	 	 3.82	 0.09	
19248+1122	2451750	 	 5.66	 0.05	 	 4.43	 0.06	  	 	 3.52	 0.09	
19248+1441	2451752	 	 7.68	 0.01	 	 5.87	 0.02	  	 	 4.81	 0.01	
19252+2420	2451368	 	10.35	 0.05	 	 8.48	 0.01	  	 	 7.29	 0.04	
19253+1114	2451363	 	 8.08	 0.01	 	 6.81	 0.02	  	 	 6.07	 0.01	
19254+1631	2451747	>	14.75	     	>	14.25	     	  	>	13.00	     	
19256+0254	2451752	 	 9.88	 0.04	 	 8.16	 0.03	  	 	 6.96	 0.02	
19258+1111	2451363	 	 7.62	 0.01	 	 6.45	 0.02	  	 	 5.69	 0.02	
19259+0510	2451367	 	 5.66	 0.02	 	 4.57	 0.07	  	 	 3.68	 0.17	
19261+1003	2451361	 	10.53	 0.04	 	 8.60	 0.07	  	 	 7.50	 0.02	
19261+1435	2451752	 	11.84	 0.21	 	 8.78	 0.04	  	 	 6.91	 0.01	
19261+1849	2451367	>	14.25	     	 	11.97	 0.02	  	 	 9.10	 0.01	
19265+3116	2451749	 	 5.82	 0.20	 	 4.98	 0.33	  	 	 4.81	 0.22	
19268+0254	2451749	 	13.26	 0.07	 	11.12	 0.08	  	 	 9.12	 0.03	
19268+1539	2451368	>	15.00	     	 	12.43	 0.07	  	 	 9.54	 0.02	
19269+0813	2451362	>	14.75	     	 	12.06	 0.03	  	 	 9.59	 0.01	
19271+1354	2451369	 	 5.85	 0.01	 	 4.78	 0.12	  	 	 4.22	 0.11	
19274+0919	2451361	 	 8.51	 0.02	 	 7.15	 0.06	  	 	 6.28	 0.02	
19276+0739	2451368	 	 9.31	 0.02	 	 7.59	 0.01	  	 	 6.28	 0.01	
19276+1500	2451368	 	 9.65	 0.02	 	 7.50	 0.01	  	 	 6.16	 0.01	
19277+0947	2451361	 	 8.05	 0.02	 	 6.57	 0.06	  	 	 5.87	 0.02	
19283+1944	2451363	>	15.00	     	>	13.75	     	  	>	13.25	     	
19288+2923	2451363	 	13.99	 0.42	 	10.55	 0.42	  	 	 6.99	 0.01	
19290+1600	2451362	 	 9.98	 0.02	 	 7.89	 0.02	  	 	 6.48	 0.03	
19291+0502	2451753	 	 7.55	 0.01	 	 6.01	 0.02	  	 	 4.98	 0.03	
19295+2228	2451746	>	14.25	     	>	13.50	     	  	 	10.10	 0.02	
19302+0110	2451369	 	 8.17	 0.02	 	 7.16	 0.01	  	 	 6.45	 0.01	
19303+1553	2451367	 	12.24	 0.37	 	 9.12	 0.01	  	 	 7.13	 0.01	
19305+2410	2451746	 	 8.45	 0.01	 	 6.72	 0.01	  	 	 5.47	 0.02	
19310+2044	2451368	 	11.74	 0.08	 	 9.23	 0.01	  	 	 7.36	 0.02	
19312+1130	2451367	 	 8.37	 0.02	 	 6.78	 0.02	  	 	 5.60	 0.02	
19314+2059	2451749	 	14.80	 0.23	 	10.83	 0.01	  	 	 8.45	 0.01	
19316+0919	2451753	 	 8.56	 0.02	 	 7.04	 0.01	  	 	 6.13	 0.02	
19319+2214	2451361	>	13.25	     	 	11.99	 0.07	  	 	10.77	 0.04	
19323+1952	2451369	>	14.74	     	 	13.44	 0.24	  	 	 9.36	 0.06	
19327+0903	2451368	 	 6.71	 0.02	 	 5.86	 0.02	  	 	 5.20	 0.09	
19330+1245	2451368	 	 7.39	 0.06	 	 6.14	 0.01	  	 	 5.16	 0.08	
19333+1918	2451366	 	10.10	 0.61	 	 7.20	 0.01	  	 	 5.54	 0.01	
19343+0912	2451368	 	 6.60	 0.03	 	 5.79	 0.07	  	 	 5.00	 0.06	
19343+2926	2451369	 	 9.56	 0.01	 	 7.88	 0.02	  	 	 6.09	 0.01	
19344+0016	2451369	 	 7.96	 0.01	 	 6.84	 0.01	  	 	 5.97	 0.01	
19344+2457	2451367	>	15.00	     	 	11.56	 0.04	  	 	 8.32	 0.01	
19346+0913	2451368	 	 6.92	 0.02	 	 5.90	 0.02	  	 	 5.43	 0.07	
19347+2755	2451750	 	10.36	 0.05	 	 7.92	 0.01	  	 	 6.23	 0.01	
19352+1914	2451749	 	12.09	 0.22	 	 9.10	 0.02	  	 	 7.18	 0.03	
19352+2030	2451363	 	13.89	 0.10	 	11.49	 0.02	  	 	 9.31	 0.02	
19359+1936	2451367	 	13.33	 0.73	 	11.15	 0.02	  	 	 8.94	 0.03	
19360+3442	2451366	 	12.77	 0.06	 	 9.60	 0.01	  	 	 7.39	 0.01	
19366+1149	2451368	 	 6.71	 0.03	 	 5.91	 0.01	  	 	 5.41	 0.01	
19368+1935	2451366	>	15.00	     	>	14.75	     	  	 	12.31	 0.05	
19371+2855	2451750	 	 6.18	 0.01	 	 4.93	 0.09	  	 	 3.81	 0.09	
19374+1626	2451368	>	15.00	     	>	14.50	     	  	>	13.25	     	
19378+1256	2451369	 	 5.95	 0.01	 	 4.99	 0.01	  	 	 4.25	 0.10	
19382+3400	2451750	 	 7.14	 0.02	 	 6.08	 0.01	  	 	 5.47	 0.01	
19386+1513	2451363	 	 6.63	 0.01	 	 5.16	 0.01	  	 	 4.41	 0.06	
19387+1527	2451363	 	 8.26	 0.01	 	 6.62	 0.01	  	 	 5.58	 0.01	
19395+1827	2451368	 	 9.30	 0.04	 	 7.31	 0.01	  	 	 5.96	 0.02	
19395+1949	2451367	 	 7.76	 0.01	 	 6.07	 0.01	  	 	 5.01	 0.02	
